geneSymbol	TCGA.77.7142.01A	TCGA.77.7463.01A	TCGA.77.8143.01A	TCGA.21.5782.01A	TCGA.98.A53C.01A	TCGA.43.7656.01A	TCGA.21.1078.01A	TCGA.85.8048.01A	TCGA.LA.A7SW.01A	TCGA.56.8624.01A	TCGA.18.3407.01A	TCGA.18.4086.01A	TCGA.34.5241.01A	TCGA.90.A59Q.01A	TCGA.34.2596.01A	TCGA.85.8351.01A	TCGA.NC.A5HI.01A	TCGA.22.5474.01A	TCGA.39.5024.01A	TCGA.63.7023.01A	TCGA.J1.A4AH.01A	TCGA.85.8355.01A	TCGA.96.7545.01A	TCGA.85.8353.01A	TCGA.58.A46K.01A	TCGA.77.A5G7.01B	TCGA.77.8139.01A	TCGA.21.1075.01A	TCGA.18.3419.01A	TCGA.56.6546.01A	TCGA.56.7579.01A	TCGA.66.2765.01A	TCGA.66.2778.01A	TCGA.56.8503.01A	TCGA.NC.A5HE.01A	TCGA.LA.A446.01A	TCGA.51.6867.01A	TCGA.96.A4JK.01A	TCGA.77.7338.01A	TCGA.85.7843.01A	TCGA.77.8150.01A	TCGA.46.3767.01A	TCGA.92.8064.01A	TCGA.39.5034.01A	TCGA.22.5473.01A	TCGA.66.2767.01A	TCGA.37.4133.01A	TCGA.56.A49D.01A	TCGA.60.2723.01A	TCGA.94.8035.01A	TCGA.18.3421.01A	TCGA.22.4599.01A	TCGA.56.8201.01A	TCGA.22.1016.01A	TCGA.85.8288.01A	TCGA.22.4613.01A	TCGA.56.A62T.01A	TCGA.18.3411.01A	TCGA.60.2721.01A	TCGA.66.2771.01A	TCGA.77.8148.01A	TCGA.46.3768.01A	TCGA.85.A4QQ.01A	TCGA.43.7658.01A	TCGA.56.7823.01B	TCGA.77.8138.01A	TCGA.22.5489.01A	TCGA.56.7822.01A	TCGA.77.A5G8.01B	TCGA.18.5592.01A	TCGA.22.4595.01A	TCGA.37.3783.01A	TCGA.77.7139.01A	TCGA.98.A53D.01A	TCGA.66.2758.01A	TCGA.33.6738.01A	TCGA.98.8021.01A	TCGA.56.1622.01A	TCGA.90.7769.01A	TCGA.85.8664.01A	TCGA.85.7844.01A	TCGA.98.A53H.01A	TCGA.37.A5EM.01A	TCGA.63.A5MU.01A	TCGA.39.5016.01A	TCGA.33.4582.01A	TCGA.43.5668.01A	TCGA.43.5670.01A	TCGA.21.1082.01A	TCGA.68.8250.01A	TCGA.22.4594.01A	TCGA.77.A5GF.01A	TCGA.60.2711.01A	TCGA.33.4566.01A	TCGA.43.2576.01A	TCGA.37.4135.01A	TCGA.60.2715.01A	TCGA.85.A5B5.01A	TCGA.33.4583.01A	TCGA.60.2725.01A	TCGA.85.8072.01A	TCGA.22.4601.01A	TCGA.66.2781.01A	TCGA.22.0940.01A	TCGA.43.6143.01A	TCGA.39.5021.01A	TCGA.22.1012.01A	TCGA.33.AASL.01A	TCGA.33.4533.01A	TCGA.46.6026.01A	TCGA.46.3765.01A	TCGA.O2.A52V.01A	TCGA.92.7341.01A	TCGA.51.4080.01A	TCGA.21.1076.01A	TCGA.56.7730.01A	TCGA.NC.A5HO.01A	TCGA.21.1079.01A	TCGA.21.1076.01A.1	TCGA.90.A4ED.01A	TCGA.68.A59J.01A	TCGA.60.2720.01A	TCGA.94.8491.01A	TCGA.66.2793.01A	TCGA.77.A5FZ.01A	TCGA.21.1081.01A	TCGA.85.6561.01A	TCGA.98.A53B.01A	TCGA.39.5039.01A	TCGA.68.A59I.01A	TCGA.90.7766.01A	TCGA.66.2744.01A	TCGA.77.8128.01A	TCGA.94.7033.01A	TCGA.63.A5MH.01A	TCGA.66.2780.01A	TCGA.85.7697.01A	TCGA.56.A4BW.01A	TCGA.85.A4CN.01A	TCGA.96.8170.01A	TCGA.94.A4VJ.01A	TCGA.22.4604.01A	TCGA.58.A46L.01A	TCGA.85.8580.01A	TCGA.66.2737.01A	TCGA.NC.A5HK.01A	TCGA.85.A4JC.01A	TCGA.58.A46J.01A	TCGA.58.8393.01A	TCGA.77.A5G1.01A	TCGA.34.5232.01A	TCGA.60.2709.01A	TCGA.43.A56V.01A	TCGA.34.5928.01A	TCGA.56.A4ZK.01A	TCGA.39.5037.01A	TCGA.77.8131.01A	TCGA.77.6842.01A	TCGA.96.7544.01A	TCGA.18.3415.01A	TCGA.66.2794.01A	TCGA.90.7767.01A	TCGA.85.6560.01A	TCGA.58.A46M.01A	TCGA.66.2777.01A	TCGA.60.2698.01A	TCGA.85.8276.01A	TCGA.98.8022.01A	TCGA.66.2766.01A	TCGA.66.2792.01A	TCGA.56.5897.01A	TCGA.85.8277.01A	TCGA.66.2783.01A	TCGA.92.8063.01A	TCGA.66.2757.01A	TCGA.39.5022.01A	TCGA.94.A5I6.01A	TCGA.85.7698.01A	TCGA.37.4141.01A	TCGA.66.2753.01A	TCGA.43.A474.01A	TCGA.63.5128.01A	TCGA.56.8625.01A	TCGA.63.A5MB.01A	TCGA.22.5471.01A	TCGA.18.3406.01A	TCGA.58.8391.01A	TCGA.85.7696.01A	TCGA.22.5480.01A	TCGA.43.8116.01A	TCGA.22.4607.01A	TCGA.60.2726.01A	TCGA.85.7699.01A	TCGA.34.5236.01A	TCGA.63.A5ML.01A	TCGA.85.8052.01A	TCGA.21.5784.01A	TCGA.NC.A5HL.01A	TCGA.37.A5EN.01A	TCGA.56.8626.01A	TCGA.L3.A4E7.01A	TCGA.22.5472.01A	TCGA.63.A5MW.01A	TCGA.63.A5M9.01A	TCGA.77.8008.01A	TCGA.58.8386.01A	TCGA.63.5131.01A	TCGA.77.6844.01A	TCGA.66.2790.01A	TCGA.85.8352.01A	TCGA.77.8156.01A	TCGA.60.2696.01A	TCGA.60.2703.01A	TCGA.60.2714.01A	TCGA.39.5031.01A	TCGA.60.2722.01A	TCGA.NC.A5HR.01A	TCGA.22.4605.01A	TCGA.43.6770.01A	TCGA.77.7138.01A	TCGA.60.2704.01A	TCGA.77.8146.01A	TCGA.NC.A5HG.01A	TCGA.63.6202.01A	TCGA.63.A5MG.01A	TCGA.22.1011.01A	TCGA.34.A5IX.01A	TCGA.34.2608.01A	TCGA.63.A5MI.01A	TCGA.56.7582.01A	TCGA.33.4587.01A	TCGA.33.4538.01A	TCGA.43.A56U.01A	TCGA.92.7340.01A	TCGA.60.2697.01A	TCGA.43.6771.01A	TCGA.NC.A5HD.01A	TCGA.66.2769.01A	TCGA.33.4547.01A	TCGA.21.1071.01A	TCGA.33.AASD.01A	TCGA.39.5029.01A	TCGA.MF.A522.01A	TCGA.51.4079.01A	TCGA.77.7335.01A	TCGA.43.8118.01A	TCGA.22.4596.01A	TCGA.56.7731.01A	TCGA.56.8304.01A	TCGA.85.A53L.01A	TCGA.52.7811.01A	TCGA.85.7710.01A	TCGA.85.8481.01A	TCGA.85.A512.01A	TCGA.56.7221.01A	TCGA.22.5485.01A	TCGA.56.8305.01A	TCGA.43.3920.01A	TCGA.37.A5EL.01A	TCGA.37.3789.01A	TCGA.60.2724.01A	TCGA.77.7337.01A	TCGA.60.2710.01A	TCGA.77.6843.01A	TCGA.21.5786.01A	TCGA.68.7755.01A	TCGA.85.A50Z.01A	TCGA.85.6798.01A	TCGA.NC.A5HF.01A	TCGA.77.8130.01A	TCGA.43.2578.01A	TCGA.77.8145.01A	TCGA.39.5035.01A	TCGA.58.8392.01A	TCGA.NC.A5HT.01A	TCGA.56.6545.01A	TCGA.85.8582.01A	TCGA.66.2787.01A	TCGA.56.A4BX.01A	TCGA.63.7021.01A	TCGA.85.A511.01A	TCGA.66.2755.01A	TCGA.46.3769.01A	TCGA.21.1070.01A	TCGA.22.5477.01A	TCGA.18.3412.01A	TCGA.34.5929.01A	TCGA.NK.A5CT.01A	TCGA.46.6025.01A	TCGA.NK.A7XE.01A	TCGA.33.AASI.01A	TCGA.56.A4ZJ.01A	TCGA.34.5239.01A	TCGA.66.2754.01A	TCGA.66.2756.01A	TCGA.58.8390.01A	TCGA.77.A5GB.01B	TCGA.O2.A52S.01A	TCGA.60.2713.01A	TCGA.58.A46N.01A	TCGA.39.5036.01A	TCGA.NK.A5CX.01A	TCGA.77.8154.01A	TCGA.37.4132.01A	TCGA.98.8020.01A	TCGA.56.A5DS.01A	TCGA.60.2707.01A	TCGA.66.2734.01A	TCGA.66.2742.01A	TCGA.22.5481.01A	TCGA.21.5787.01A	TCGA.18.3414.01A	TCGA.96.A4JL.01A	TCGA.18.5595.01A	TCGA.77.7140.01A	TCGA.33.AASB.01A	TCGA.63.7022.01A	TCGA.56.8628.01A	TCGA.NK.A5D1.01A	TCGA.NC.A5HH.01A	TCGA.77.8133.01A	TCGA.34.8454.01A	TCGA.90.6837.01A	TCGA.70.6722.01A	TCGA.60.2712.01A	TCGA.66.2727.01A	TCGA.18.3409.01A	TCGA.77.8009.01A	TCGA.85.A50M.01A	TCGA.37.4129.01A	TCGA.46.3766.01A	TCGA.37.5819.01A	TCGA.60.2706.01A	TCGA.85.A4JB.01A	TCGA.77.8007.01A	TCGA.43.2581.01A	TCGA.56.8309.01A	TCGA.43.A475.01A	TCGA.63.A5MV.01A	TCGA.39.5030.01A	TCGA.22.A5C4.01A	TCGA.18.4083.01A	TCGA.56.A4BY.01A	TCGA.21.5783.01A	TCGA.77.A5GA.01A	TCGA.63.7020.01A	TCGA.63.A5MR.01A	TCGA.33.AAS8.01A	TCGA.77.8136.01A	TCGA.68.7757.01B	TCGA.66.2786.01A	TCGA.68.7756.01A	TCGA.33.4589.01A	TCGA.22.0944.01A	TCGA.98.A53J.01A	TCGA.70.6723.01A	TCGA.43.7657.01A	TCGA.63.A5MT.01A	TCGA.NC.A5HP.01A	TCGA.85.A4CL.01A	TCGA.18.3416.01A	TCGA.66.2773.01A	TCGA.22.5479.01A	TCGA.39.5019.01A	TCGA.NK.A5CR.01A	TCGA.39.5040.01A	TCGA.77.A5G6.01A	TCGA.98.A539.01A	TCGA.85.6175.01A	TCGA.34.5927.01A	TCGA.85.8350.01A	TCGA.NC.A5HM.01A	TCGA.22.4591.01A	TCGA.22.1017.01A	TCGA.XC.AA0X.01A	TCGA.94.A5I4.01A	TCGA.85.8354.01A	TCGA.22.5483.01A	TCGA.90.A4EE.01A	TCGA.34.5231.01A	TCGA.56.8623.01A	TCGA.66.2759.01A	TCGA.66.2770.01A	TCGA.56.8307.01A	TCGA.43.3394.01A	TCGA.60.2695.01A	TCGA.22.4593.01A	TCGA.56.7222.01A	TCGA.22.5491.01A	TCGA.98.A53A.01A	TCGA.85.A4PA.01A	TCGA.21.1080.01A	TCGA.66.2768.01A	TCGA.52.7622.01A	TCGA.77.A5GH.01A	TCGA.18.3417.01A	TCGA.34.2600.01A	TCGA.NC.A5HQ.01A	TCGA.66.2795.01A	TCGA.85.8666.01A	TCGA.22.5492.01A	TCGA.O2.A52N.01A	TCGA.34.5234.01A	TCGA.98.A53I.01A	TCGA.66.2785.01A	TCGA.63.A5MN.01A	TCGA.85.A4QR.01A	TCGA.39.5027.01A	TCGA.66.2788.01A	TCGA.21.1072.01A	TCGA.51.4081.01A	TCGA.33.AASJ.01A	TCGA.56.5898.01A	TCGA.56.8622.01A	TCGA.66.2800.01A	TCGA.33.A5GW.01A	TCGA.85.8070.01A	TCGA.85.8479.01A	TCGA.22.5482.01A	TCGA.21.1077.01A	TCGA.43.6773.01A	TCGA.34.8455.01A	TCGA.85.7950.01A	TCGA.22.1005.01A	TCGA.L3.A524.01A	TCGA.O2.A52W.01A	TCGA.60.2708.01A	TCGA.85.A513.01A	TCGA.77.7465.01A	TCGA.43.6647.01A	TCGA.77.6845.01A	TCGA.56.8504.01A	TCGA.56.8629.01A	TCGA.63.A5MY.01A	TCGA.66.2791.01A	TCGA.6A.AB49.01A	TCGA.66.2782.01A	TCGA.37.4130.01A	TCGA.22.1002.01A	TCGA.18.3410.01A	TCGA.39.5011.01A	TCGA.56.7580.01A	TCGA.98.8023.01A	TCGA.33.4586.01A	TCGA.58.8388.01A	TCGA.77.A5G3.01A	TCGA.85.8071.01A	TCGA.33.A4WN.01A	TCGA.77.7141.01A	TCGA.60.2716.01A	TCGA.98.7454.01A	TCGA.92.8065.01A	TCGA.52.7812.01A	TCGA.63.A5MM.01A	TCGA.56.A5DR.01A	TCGA.56.8082.01A	TCGA.98.A538.01A	TCGA.94.8490.01A	TCGA.52.7810.01A	TCGA.NC.A5HJ.01A	TCGA.52.7809.01A	TCGA.NC.A5HN.01A	TCGA.66.2789.01A	TCGA.96.8169.01A	TCGA.63.A5MP.01A	TCGA.85.8584.01A	TCGA.63.A5MJ.01A	TCGA.94.7557.01A	TCGA.85.8287.01A	TCGA.21.A5DI.01A	TCGA.60.2719.01A	TCGA.56.7223.01A	TCGA.33.4532.01A	TCGA.85.A510.01A	TCGA.37.3792.01A	TCGA.34.7107.01A	TCGA.77.8144.01A	TCGA.22.4609.01A	TCGA.O2.A52Q.01A	TCGA.43.8115.01A	TCGA.94.7943.01A	TCGA.68.8251.01A	TCGA.O2.A5IB.01A	TCGA.22.1000.01A	TCGA.56.8083.01A	TCGA.66.2763.01A	TCGA.77.8153.01A	TCGA.21.1083.01A	TCGA.85.8049.01A	TCGA.34.8456.01A	TCGA.33.6737.01A	TCGA.77.8140.01A	TCGA.39.5028.01A	TCGA.34.5240.01A	TCGA.79.5596.01A	TCGA.56.8308.01A	TCGA.90.7964.01A	TCGA.18.3408.01A	TCGA.18.4721.01A	TCGA.22.5478.01A
ABCB4	0.45714	0.1427	0.25823	2.0923	0.95734	0.7215	0.26619	0.62426	0.11496	0.57485	0.22905	0.2406	0.4121	0.1758	0.89758	0.10839	0.1389	0.5236	0.34297	0.38647	0.16027	1.3064	0.44547	0.33763	0.1068	0.11439	0.31095	0.073357	0.10183	0.23679	0.27831	0.16649	0.076018	0.66748	0.53878	0.40338	0.15909	0.17469	0.23067	0.58462	0.35476	0.8209	0.38442	1.6429	0.16945	0.3817	0.24066	0.13815	0.15867	0.16793	0.045764	0.29924	0.47469	0.24248	0.44325	0.36757	0.45557	0.27183	0.29077	0.23822	0.27056	0.10017	0.13044	0.23985	0.066626	0.26203	0.3864	0.21299	0.090094	0.091629	0.31421	0.25162	0.15614	0.52337	0.21123	0.16376	0.76171	0.10864	0.1087	0.020821	0.53058	1.1417	0.64943	0.099328	0.3741	0.75644	0.42794	0.10817	0.20484	0.53395	0.55502	0.17784	0.26555	0.090726	0.31977	0.049357	0.4491	0.15869	0.033224	0.32237	0.12635	0.19822	0.19373	0.52195	0.22544	0.2885	0.16862	0.16614	3.5547	0.25711	0.11382	0.16956	0.32201	0.43958	0.4554	0.091628	0.22271	0.43522	0.43543	0.40176	0.1021	0.20305	0.53953	1.0055	2.0117	0.15155	0.57929	0.20836	0.19868	0.7614	0.32915	0.72105	0.25099	0.04951	0.19281	0.14012	0.86521	0.17282	0.49517	0.26809	0.40452	0.57659	0.36289	0.33105	0.40182	0.084573	0.17062	0.16358	0.25523	0.25073	0.71454	0.51584	0.094308	0.80941	0.32652	0.040235	1.0089	0.49165	0.30755	0.22778	0.31617	0.58011	0.36471	0.21843	0.35118	0.24488	0.50325	0.12037	0.09677	0.28017	0.59012	0.1745	0.25068	0.3189	0.2397	0.51759	0.12745	0.79304	0.28003	0.25318	0.053643	0.061468	0.67141	0.20919	0.12583	0.35893	0.053034	0.40024	0.28797	0.42212	0.21801	0.12936	0.46377	0.62935	0.32369	0.16729	0.15596	0.22734	0.28234	0.35475	0.28338	0.32045	0.67425	0.29077	0.4298	0.27674	0.2805	0.17541	2.2426	0.045621	0.30596	0.2234	0.53506	0.14504	0.78822	0.12044	0.096196	0.26179	0.28395	0.031491	0.43622	0.18488	0.068799	0.23998	0.18229	0.4589	0.071247	0.40315	0.43067	0.18685	0.12578	0.36034	0.9266	0.618	1.2877	0.12814	0.059778	0.17349	0.38089	0.28315	0.22068	0.37661	0.074782	0.084107	0.60702	0.55171	0.73826	0.26798	0.042032	0.26741	0.2433	0.25597	0.11014	0.25732	0.13535	0.14609	0.12504	0.2174	0.080813	0.23234	0.41297	0.33062	0.44094	0.39317	0.1654	0.20982	0.10834	0.28802	0.076207	0.18768	0.72797	0.43074	0.10946	0.18098	0.15508	0.48497	0.77124	0.46469	0.21793	0.32734	0.45677	0.43921	0.28269	0.20052	0.255	0.10438	0.15737	0.078478	0.1083	0.18332	0.35085	0.32595	0.25999	0.21478	0.15787	0.42765	0.29541	0.28346	0.34457	0.15618	0.14162	0.19245	0.078812	0.13908	0.15666	0.47206	0.27689	0.19246	0.19091	0.029468	0.13522	0.61801	0.97966	0.064455	0.042862	0.37363	0.33686	0.70173	3.0314	0.22114	1.5577	0.6478	0.18916	0.22953	0.20615	0.14032	0.71567	0.22561	0.18779	0.33253	0.88509	0.30367	0.36879	0.11417	0.62389	1.4005	0.41094	0.58781	4.1357	0.32585	0.14823	0.16725	0.25383	1.5663	0.19026	0.15432	0.19862	0.15679	0.40657	0.29933	0.20114	0.23662	0.23551	0.10706	0.17293	0.10421	0.40518	0.23116	0.45071	0.24043	0.16345	0.30064	0.090829	0.28149	0.18699	0.17509	0.23302	0.11622	0.77219	1.0353	0.60036	0.11543	0.53432	1.5099	0.4154	0.11901	0.043163	0.94545	0.95864	0.59723	0.20111	0.23553	0.33823	0.32785	0.24878	0.11565	0.83957	0.10489	0.17151	0.35341	8.2562	0.18642	0.37738	0.46783	0.48122	0.3595	0.25049	0.56701	0.29874	0.2809	0.5126	0.14715	0.18387	0.99124	0.15277	0.34574	0.096211	0.044527	0.36855	0.21672	0.53091	0.047302	0.21882	0.26994	0.28082	0.084181	0.0419	0.17094	0.15106	0.32222	0.4582	0.11292	0.30309	0.26873	0.32079	0.089265	0.43681	0.17805	0.37853	0.29484	0.019904	0.26503	0.28683	0.081745	0.47768	0.032251	0.36307	0.28492	0.48987	0.39169	0.97773	0.17373	0.29609	0.093507	1.4606	0.16155	0.22734	0.12907	0.4257	0.40882	0.5945	0.4143	0.27358	0.19922	0.13377	0.15925	0.20641	0.10066	0.060317	0.25027	1.0184	0.10967	0.25381	0.21987	0.3625	0.45234	0.26202	0.46513	0.89111	0.0969	0.14345	0.76069	0.107	0.11056	0.37451	0.17072	0.070611	0.16829	0.24916	0.70755	0.11643	0.24213	0.28534	0.60438	5.044	0.15663	0.11327	0.36405	0.81487	0.29504	0.062794	0.16841	0.27655	0.1429	0.26504	0.26365	0.31496	0.32946	0.43501	0.69356
ABCB9	1.1732	1.6736	2.3196	3.242	1.8038	2.685	1.6157	1.9736	3.684	1.7343	1.5036	1.3062	1.3339	0.84493	3.2096	3.3062	1.6359	1.3643	1.9078	2.4767	3.6447	1.5362	1.0897	1.6847	2.6668	1.4835	1.4757	2.6926	3.1789	2.6119	3.9139	1.8045	2.5124	2.1304	2.3663	2.2492	5.2229	4.7219	2.0506	2.4906	5.0579	1.3509	1.3977	1.6768	1.7729	1.8311	1.2213	2.0837	1.8489	5.5699	1.1354	1.3101	3.157	3.1822	4.4836	2.3609	3.7088	1.1167	2.4712	1.3339	2.9781	2.6384	1.904	10.568	4.6507	2.3102	3.5576	1.7973	2.2859	2.6627	1.8272	1.0315	1.8374	1.7853	2.6202	2.28	1.6518	1.0873	1.9576	4.4846	3.0771	1.686	1.8363	4.2066	1.6503	1.3581	1.5455	2.6755	0.77112	2.4461	1.8983	1.6267	2.0568	0.37855	1.1824	2.5921	2.2223	4.3297	2.2105	1.9944	2.9764	3.5298	1.7642	1.7728	6.7207	2.0605	5.3347	1.4141	1.6719	1.6006	2.6262	1.6301	1.8988	2.5793	2.0858	5.7863	2.2289	1.7228	2.271	2.0104	2.2246	2.3534	1.9548	4.1553	1.3145	2.5325	1.9303	4.7606	1.1451	1.964	3.0485	1.6977	2.0551	0.93983	3.0119	2.6933	1.933	1.0206	3.2706	2.3907	2.8096	1.9928	1.5284	3.7932	1.6363	4.7686	3.7467	4.1144	2.617	3.5636	1.3201	1.7308	1.4261	1.6	3.6573	2.1665	1.5233	4.1156	1.9977	1.3736	2.2527	3.4163	1.5423	2.3026	2.2137	2.9929	3.1641	2.9658	2.6658	2.7864	1.2119	2.8637	2.1882	3.7596	11.94	1.295	1.7467	2.2661	1.7698	2.7735	1.23	2.3815	1.7625	1.6907	2.4478	0.44875	3.394	1.5668	2.8332	2.2101	2.2774	3.2823	2.2244	2.044	2.1269	3.0784	0.96026	1.169	1.2815	3.3361	2.2569	2.7057	2.6308	1.9355	1.3779	4.0003	2.9418	3.0051	4.8398	3.5549	1.4592	3.4334	0.8045	4.6862	1.8022	1.3462	3.569	2.1423	2.4312	1.8111	1.1505	2.5644	1.2025	1.7827	1.0397	1.2667	1.0355	2.0085	2.3605	1.8964	10.402	2.3767	1.5245	0.53884	1.7647	1.9228	3.8963	2.0386	2.2299	2.565	1.5332	6.7535	1.5507	1.5057	0.39276	3.2375	2.7919	1.4794	1.9812	2.1372	1.3792	1.3827	1.6021	2.1924	4.8491	1.9186	2.45	0.97248	4.0645	2.923	4.9356	2.003	3.2362	2.8364	2.6561	1.9188	1.2792	3.4895	2.6748	1.1889	2.6642	1.5932	4.5341	4.689	3.5763	1.2899	1.2893	2.0466	1.83	2.4123	2.4745	5.572	5.9773	3.3692	1.8897	1.8723	2.568	1.7921	2.5365	1.931	1.5912	1.9886	4.0486	2.7854	4.5736	3.2715	0.82002	2.4691	2.5768	4.9204	2.2059	1.5044	4.7252	1.0017	3.9969	2.504	2.8662	2.5574	1.9571	3.3646	1.1159	1.8825	4.0989	2.2714	1.6468	1.2562	1.213	2.7495	3.4112	2.6659	2.7103	2.4204	3.9204	3.9879	1.6336	1.9327	1.1684	2.6012	1.6034	5.1873	1.0146	1.7281	1.4945	3.503	1.9658	1.7103	2.5442	1.8252	2.8151	1.4902	2.3945	1.9246	4.0656	3.9242	0.89842	1.9678	4.9518	3.5153	2.0403	1.6983	3.547	2.8017	1.0085	1.485	1.4355	3.7475	3.1463	3.8099	2.033	0.77515	1.7337	2.7471	1.0541	2.8415	3.7794	1.9784	2.1334	1.6863	1.4886	2.4474	2.9428	2.7876	2.3322	2.4455	2.5597	3.0129	2.0346	0.84473	3.5513	2.352	0.94391	3.2114	1.863	3.4594	1.7328	8.4638	4.9917	1.5842	2.333	6.7026	1.7342	2.4832	3.6001	2.2219	3.3238	1.2934	1.2893	3.0095	0.81317	3.8671	2.8221	3.8011	0.85529	2.3593	3.9945	1.3863	3.6543	2.7943	2.09	0.77681	5.6765	2.3737	1.6182	1.8074	2.7887	1.0798	4.4178	1.4733	1.2874	3.2307	1.8009	3.4322	1.9892	1.2122	2.6548	1.5487	3.252	1.2047	1.375	1.8139	2.267	1.8679	3.491	2.724	1.9256	3.7497	1.8703	0.35416	1.4309	5.2182	2.527	2.6033	1.8813	2.4212	3.7869	3.8256	3.9737	2.1019	1.8214	2.0014	0.8708	1.7119	3.2394	3.5901	3.364	4.0461	1.6115	2.616	3.2498	7.9402	1.9315	1.9434	2.7027	3.0295	1.9644	0.9854	3.0462	10.142	1.2383	2.0762	6.9961	1.9773	2.9865	4.44	2.9045	1.7634	1.4134	1.6459	4.0637	2.556	7.9762	4.3443	3.0197	1.8239	4.3784	1.8272	3.1743	2.8327	2.3644	3.4935	0.78129	3.7587	1.5073	1.2393	4.4029	1.6412	2.8101	0.76868	1.2797	2.4855
