geneSymbol	TCGA.91.6840.01A	TCGA.55.6986.01A	TCGA.05.4395.01A	TCGA.44.7672.01A	TCGA.44.2662.01B	TCGA.97.8175.01A	TCGA.55.8087.01A	TCGA.78.7160.01A	TCGA.L4.A4E5.01A	TCGA.97.A4LX.01A	TCGA.86.8359.01A	TCGA.44.6145.01A	TCGA.78.7155.01A	TCGA.55.7816.01A	TCGA.99.8025.01A	TCGA.44.A47G.01A	TCGA.55.8615.01A	TCGA.73.7499.01A	TCGA.86.7711.01A	TCGA.86.8075.01A	TCGA.86.7955.01A	TCGA.55.8508.01A	TCGA.67.3771.01A	TCGA.55.A4DG.01A	TCGA.91.7771.01A	TCGA.91.6849.01A	TCGA.64.5781.01A	TCGA.44.6146.01B	TCGA.97.7552.01A	TCGA.80.5608.01A	TCGA.91.6829.01A	TCGA.49.AARE.01A	TCGA.99.7458.01A	TCGA.05.4424.01A	TCGA.44.2666.01A	TCGA.44.6775.01A	TCGA.38.4631.01A	TCGA.55.7283.01A	TCGA.95.7567.01A	TCGA.38.4629.01A	TCGA.91.8497.01A	TCGA.78.7540.01A	TCGA.55.A48Y.01A	TCGA.55.7995.01A	TCGA.44.3919.01A	TCGA.69.7764.01A	TCGA.95.7947.01A	TCGA.MP.A4TH.01A	TCGA.55.7725.01A	TCGA.L9.A5IP.01A	TCGA.97.7554.01A	TCGA.55.8619.01A	TCGA.55.7227.01A	TCGA.67.3770.01A	TCGA.78.7145.01A	TCGA.49.AAR3.01A	TCGA.44.A479.01A	TCGA.4B.A93V.01A	TCGA.78.7633.01A	TCGA.NJ.A4YP.01A	TCGA.38.4626.01A	TCGA.78.7535.01A	TCGA.55.6970.01A	TCGA.55.6543.01A	TCGA.05.4402.01A	TCGA.55.1596.01A	TCGA.49.4490.01A	TCGA.62.A471.01A	TCGA.86.A456.01A	TCGA.49.4512.01A	TCGA.75.5122.01A	TCGA.55.A48X.01A	TCGA.86.8278.01A	TCGA.55.6982.01A	TCGA.50.5045.01A	TCGA.05.4398.01A	TCGA.55.8513.01A	TCGA.MP.A4TC.01A	TCGA.05.4420.01A	TCGA.75.5146.01A	TCGA.78.7167.01A	TCGA.J2.8194.01A	TCGA.97.A4M0.01A	TCGA.38.4632.01A	TCGA.44.7661.01A	TCGA.55.8205.01A	TCGA.55.A48Z.01A	TCGA.44.5645.01B	TCGA.05.5428.01A	TCGA.69.8255.01A	TCGA.75.5125.01A	TCGA.55.8097.01A	TCGA.78.7152.01A	TCGA.44.6146.01A	TCGA.MP.A4TF.01A	TCGA.67.4679.01B	TCGA.91.6836.01A	TCGA.78.8648.01A	TCGA.44.A47A.01A	TCGA.55.A57B.01A	TCGA.55.8207.01A	TCGA.55.7576.01A	TCGA.NJ.A55O.01A	TCGA.55.A494.01A	TCGA.95.7043.01A	TCGA.L9.A443.01A	TCGA.69.7974.01A	TCGA.NJ.A4YG.01A	TCGA.69.7760.01A	TCGA.49.4486.01A	TCGA.93.A4JN.01A	TCGA.86.8073.01A	TCGA.L9.A7SV.01A	TCGA.93.A4JP.01A	TCGA.78.7163.01A	TCGA.64.1678.01A	TCGA.NJ.A55R.01A	TCGA.97.A4M7.01A	TCGA.38.A44F.01A	TCGA.62.8399.01A	TCGA.49.4514.01A	TCGA.44.5643.01A	TCGA.J2.A4AE.01A	TCGA.05.4415.01A	TCGA.91.6830.01A	TCGA.49.6745.01A	TCGA.86.A4P7.01A	TCGA.55.6975.01A	TCGA.95.7039.01A	TCGA.05.4432.01A	TCGA.49.4487.01A	TCGA.55.7727.01A	TCGA.73.A9RS.01A	TCGA.44.5644.01A	TCGA.55.7914.01A	TCGA.62.A46R.01A	TCGA.49.AARQ.01A	TCGA.75.6207.01A	TCGA.53.7813.01A	TCGA.64.1681.01A	TCGA.05.4410.01A	TCGA.55.8620.01A	TCGA.64.5774.01A	TCGA.86.A4D0.01A	TCGA.L9.A444.01A	TCGA.MP.A4T7.01A	TCGA.91.A4BD.01A	TCGA.05.4250.01A	TCGA.55.7994.01A	TCGA.99.8028.01A	TCGA.97.8171.01A	TCGA.67.6216.01A	TCGA.91.6848.01A	TCGA.44.2665.01A	TCGA.86.7701.01A	TCGA.78.7156.01A	TCGA.05.5420.01A	TCGA.55.6642.01A	TCGA.78.7149.01A	TCGA.05.4418.01A	TCGA.05.4422.01A	TCGA.78.7146.01A	TCGA.86.A4P8.01A	TCGA.67.6217.01A	TCGA.78.8640.01A	TCGA.44.7670.01A	TCGA.49.AARO.01A	TCGA.75.7030.01A	TCGA.50.5941.01A	TCGA.49.AARR.01A	TCGA.J2.8192.01A	TCGA.64.5779.01A	TCGA.62.A46O.01A	TCGA.50.8459.01A	TCGA.86.A4JF.01A	TCGA.05.4249.01A	TCGA.J2.A4AG.01A	TCGA.44.7671.01A	TCGA.44.6774.01A	TCGA.50.5066.01A	TCGA.50.6594.01A	TCGA.44.8119.01A	TCGA.49.AAR2.01A	TCGA.44.6779.01A	TCGA.86.8669.01A	TCGA.05.5715.01A	TCGA.69.A59K.01A	TCGA.55.A491.01A	TCGA.71.8520.01A	TCGA.91.8496.01A	TCGA.69.8254.01A	TCGA.95.A4VP.01A	TCGA.95.8039.01A	TCGA.86.8076.01A	TCGA.44.2659.01A	TCGA.55.8203.01A	TCGA.MP.A5C7.01A	TCGA.78.7220.01A	TCGA.78.7153.01A	TCGA.55.7910.01A	TCGA.64.5778.01A	TCGA.55.7815.01A	TCGA.55.6985.01A	TCGA.69.7761.01A	TCGA.MN.A4N4.01A	TCGA.55.6972.01A	TCGA.97.A4M1.01A	TCGA.83.5908.01A	TCGA.97.8179.01A	TCGA.64.1680.01A	TCGA.73.4670.01A	TCGA.97.8174.01A	TCGA.44.6777.01A	TCGA.62.A46P.01A	TCGA.55.8089.01A	TCGA.MN.A4N5.01A	TCGA.49.AAR9.01A	TCGA.86.8671.01A	TCGA.49.4507.01A	TCGA.62.A46V.01A	TCGA.05.4389.01A	TCGA.44.3918.01A	TCGA.50.6592.01A	TCGA.91.6831.01A	TCGA.55.6987.01A	TCGA.49.4510.01A	TCGA.86.8672.01A	TCGA.93.A4JQ.01A	TCGA.97.8177.01A	TCGA.05.4396.01A	TCGA.55.6978.01A	TCGA.69.8453.01A	TCGA.50.7109.01A	TCGA.49.4501.01A	TCGA.50.5049.01A	TCGA.78.8660.01A	TCGA.91.6828.01A	TCGA.50.6590.01A	TCGA.97.8176.01A	TCGA.50.5935.01A	TCGA.55.7281.01A	TCGA.49.4488.01A	TCGA.NJ.A55A.01A	TCGA.95.8494.01A	TCGA.44.2657.01A	TCGA.78.7158.01A	TCGA.93.7347.01A	TCGA.38.4630.01A	TCGA.86.7953.01A	TCGA.50.5072.01A	TCGA.62.A46S.01A	TCGA.53.A4EZ.01A	TCGA.69.7973.01A	TCGA.44.6775.01C	TCGA.55.8204.01A	TCGA.35.5375.01A	TCGA.78.7539.01A	TCGA.95.A4VK.01A	TCGA.50.5055.01A	TCGA.44.7667.01A	TCGA.MP.A4TI.01A	TCGA.55.6979.01A	TCGA.55.7284.01B	TCGA.44.6778.01A	TCGA.35.4123.01A	TCGA.44.6776.01A	TCGA.44.2656.01A.1	TCGA.73.4676.01A	TCGA.86.8673.01A	TCGA.62.8395.01A	TCGA.44.A4SS.01A	TCGA.86.8358.01A	TCGA.55.6968.01A	TCGA.64.5775.01A	TCGA.97.7547.01A	TCGA.75.7031.01A	TCGA.44.2655.01A	TCGA.75.6212.01A	TCGA.44.6147.01A.1	TCGA.05.4390.01A	TCGA.86.8674.01A	TCGA.49.6742.01A	TCGA.44.A47B.01A	TCGA.MP.A4SW.01A	TCGA.64.5815.01A	TCGA.MP.A4T8.01A	TCGA.NJ.A4YI.01A	TCGA.L4.A4E6.01A	TCGA.55.8302.01A	TCGA.05.4405.01A	TCGA.78.7147.01A	TCGA.MP.A4TD.01A	TCGA.44.2668.01A	TCGA.55.6971.01A	TCGA.50.6591.01A	TCGA.95.7944.01A	TCGA.NJ.A4YF.01A	TCGA.55.8091.01A	TCGA.44.4112.01A	TCGA.49.4505.01A	TCGA.62.8397.01A	TCGA.50.5942.01A	TCGA.55.8206.01A	TCGA.55.8094.01A	TCGA.05.4382.01A	TCGA.05.5423.01A	TCGA.49.AAR4.01A	TCGA.97.A4M3.01A	TCGA.05.4397.01A	TCGA.55.6984.01A	TCGA.05.4427.01A	TCGA.86.8281.01A	TCGA.44.A4SU.01A	TCGA.75.5147.01A	TCGA.97.7546.01A	TCGA.86.8585.01A	TCGA.55.8301.01A	TCGA.86.6562.01A	TCGA.J2.A4AD.01A	TCGA.50.5946.01A	TCGA.55.8510.01A	TCGA.99.8033.01A	TCGA.69.7978.01A	TCGA.86.8054.01A	TCGA.44.7660.01A	TCGA.78.8662.01A	TCGA.75.7027.01A	TCGA.97.A4M6.01A	TCGA.MP.A4SV.01A	TCGA.38.4627.01A	TCGA.93.A4JO.01A	TCGA.05.4426.01A	TCGA.97.7937.01A	TCGA.75.6206.01A	TCGA.62.A472.01A	TCGA.99.AA5R.01A	TCGA.55.8085.01A	TCGA.44.8117.01A	TCGA.55.8506.01A	TCGA.NJ.A7XG.01A	TCGA.05.4384.01A	TCGA.64.1679.01A	TCGA.73.4666.01A	TCGA.55.8616.01A	TCGA.38.6178.01A	TCGA.93.7348.01A	TCGA.55.1594.01A	TCGA.73.4658.01A	TCGA.80.5607.01A	TCGA.55.8505.01A	TCGA.MP.A4T4.01A	TCGA.49.4506.01A	TCGA.97.8172.01A	TCGA.O1.A52J.01A	TCGA.78.7537.01A	TCGA.73.4662.01A	TCGA.62.8398.01A	TCGA.49.AAQV.01A	TCGA.55.8621.01A	TCGA.53.7626.01A	TCGA.44.7669.01A	TCGA.93.8067.01A	TCGA.97.A4M2.01A	TCGA.05.4425.01A	TCGA.69.7763.01A	TCGA.86.8056.01A	TCGA.44.2662.01A.1	TCGA.50.5931.01A	TCGA.55.8512.01A	TCGA.75.7025.01A	TCGA.50.5930.01A	TCGA.75.6214.01A	TCGA.L9.A743.01A	TCGA.50.5939.01A	TCGA.78.7161.01A	TCGA.44.5645.01A.1	TCGA.44.3398.01A	TCGA.97.8547.01A	TCGA.86.8280.01A	TCGA.78.7166.01A	TCGA.91.8499.01A	TCGA.71.6725.01A	TCGA.69.7980.01A	TCGA.L9.A8F4.01A	TCGA.05.4433.01A	TCGA.55.A492.01A	TCGA.73.4675.01A	TCGA.50.5936.01A	TCGA.44.7662.01A	TCGA.78.7154.01A	TCGA.05.4244.01A	TCGA.73.7498.01A	TCGA.50.5933.01A	TCGA.55.8507.01A	TCGA.S2.AA1A.01A	TCGA.95.7948.01A	TCGA.67.3774.01A	TCGA.38.4628.01A	TCGA.50.6595.01A	TCGA.55.7903.01A	TCGA.44.3396.01A	TCGA.80.5611.01A	TCGA.53.7624.01A	TCGA.91.6835.01A	TCGA.L9.A50W.01A	TCGA.86.7713.01A	TCGA.50.5044.01A	TCGA.97.7941.01A	TCGA.86.7714.01A	TCGA.62.8402.01A	TCGA.78.7162.01A	TCGA.49.AAR0.01A	TCGA.35.4122.01A	TCGA.55.7726.01A	TCGA.62.A46Y.01A	TCGA.55.6980.01A	TCGA.05.4430.01A	TCGA.67.3772.01A	TCGA.MP.A4SY.01A	TCGA.78.7148.01A	TCGA.35.3615.01A	TCGA.55.A493.01A	TCGA.49.6744.01A	TCGA.49.4494.01A	TCGA.78.7143.01A	TCGA.50.5051.01A	TCGA.86.6851.01A	TCGA.75.6205.01A	TCGA.49.6743.01A	TCGA.50.6597.01A	TCGA.55.A490.01A	TCGA.99.8032.01A	TCGA.55.8299.01A	TCGA.64.1676.01A	TCGA.86.8279.01A	TCGA.97.A4M5.01A	TCGA.78.7536.01A	TCGA.55.8208.01A	TCGA.95.7562.01A	TCGA.MP.A4TK.01A	TCGA.49.6761.01A	TCGA.50.6593.01A	TCGA.55.7728.01A	TCGA.86.8055.01A	TCGA.73.4668.01A	TCGA.55.8090.01A	TCGA.38.7271.01A	TCGA.55.8514.01A	TCGA.50.5932.01A	TCGA.95.A4VN.01A	TCGA.86.7954.01A	TCGA.91.A4BC.01A	TCGA.MP.A4TJ.01A	TCGA.75.5126.01A	TCGA.75.6211.01A	TCGA.62.A470.01A	TCGA.73.4677.01A	TCGA.55.7911.01A	TCGA.50.8460.01A	TCGA.55.6981.01A	TCGA.44.8120.01A	TCGA.55.8614.01A	TCGA.64.1677.01A	TCGA.97.8552.01A	TCGA.69.8253.01A	TCGA.86.8668.01A	TCGA.86.8074.01A	TCGA.69.7765.01A	TCGA.55.8092.01A	TCGA.NJ.A4YQ.01A	TCGA.55.6983.01A	TCGA.62.8394.01A	TCGA.44.2661.01A	TCGA.44.7659.01A	TCGA.55.6712.01A	TCGA.05.4403.01A	TCGA.97.7553.01A	TCGA.78.8655.01A	TCGA.55.7724.01A	TCGA.73.4659.01A	TCGA.50.6673.01A	TCGA.78.7542.01A	TCGA.38.4625.01A	TCGA.55.7570.01A	TCGA.69.7979.01A	TCGA.55.A4DF.01A	TCGA.67.3773.01A	TCGA.55.7573.01A	TCGA.50.5068.01A	TCGA.49.AARN.01A	TCGA.78.7150.01A	TCGA.MP.A4TA.01A	TCGA.55.7907.01A	TCGA.55.5899.01A	TCGA.55.7574.01A	TCGA.44.6148.01A	TCGA.MN.A4N1.01A	TCGA.05.5429.01A	TCGA.91.6847.01A	TCGA.55.8511.01A	TCGA.50.5944.01A	TCGA.55.1592.01A	TCGA.50.8457.01A	TCGA.78.7159.01A	TCGA.67.6215.01A	TCGA.MP.A4T9.01A	TCGA.97.7938.01A	TCGA.05.5425.01A	TCGA.55.7913.01B	TCGA.05.4417.01A	TCGA.75.6203.01A	TCGA.05.4434.01A	TCGA.55.8096.01A	TCGA.49.6767.01A	TCGA.MP.A4T6.01A	TCGA.MP.A4TE.01A
ABCB4	0.35143	0.3412	0.97097	3.0143	1.8882	0.907	0.22007	1.4717	1.6578	1.0987	1.5481	0.70534	0.084202	0.42324	0.46636	0.58193	5.4994	0.33118	0.25076	1.8362	0.44065	0.53048	0.35353	0.45786	0.60744	0.56998	0.11556	0.51904	1.0123	2.826	1.3583	0.19346	0.47882	0.73642	0.18936	0.7205	0.45117	0.67835	0.26447	0.25143	1.1195	0.30668	0.10732	0.78114	0.75118	0.50537	0.21661	2.2493	0.44099	0.13578	1.6611	0.45827	0.33972	0.1591	0.23769	0.30353	0.36964	0.57865	0.2128	0.39281	0.25774	0.45456	0.54058	3.3596	0.83463	0.16582	0.5871	0.053011	0.24138	0.74123	0.8208	1.1767	0.54023	0.50388	0.8825	0.42803	0.46865	0.72975	0.5789	0.77089	4.4482	4.2026	0.33612	0.38912	0.27365	0.44751	1.1503	1.7011	0.24311	0.15585	0.27477	0.29538	0.43204	0.272	0.6759	0.18871	1.0747	0.62805	0.39121	0.38835	0.66474	0.54346	0.53559	4.9313	0.32014	0.59849	0.51183	0.32159	3.5792	0.26878	0.55333	0.58006	0.15183	0.36759	1.3785	1.2921	3.7397	0.69765	0.63323	0.26876	0.44028	0.38171	0.39992	0.029814	0.14744	0.32789	0.50653	0.3752	0.16633	0.76755	0.69431	1.4745	0.24015	7.8789	1.4085	0.23159	0.24058	0.18092	1.1826	0.58791	0.28389	0.18218	4.7709	0.17689	0.26818	0.21259	0.16471	0.5849	1.5935	0.44373	0.69607	0.45739	2.2858	1.3197	1.9919	0.21116	0.19972	0.63036	0.23091	0.11905	1.0652	0.051724	0.22202	0.59188	0.093564	1.1284	0.70052	0.76737	0.93714	0.51039	1.6141	0.95994	0.086562	1.4676	0.55452	0.60712	0.82452	1.8914	0.92449	0.21134	0.3222	3.027	0.31481	0.47402	0.63906	0.55515	0.21249	3.9994	1.0761	0.10034	0.78487	0.66022	0.33891	1.0399	0.53702	3.7163	0.61867	0.27055	1.3167	0.27152	0.36191	7.1295	1.1372	0.8134	0.47225	0.51858	0.10957	0.45284	38.666	0.1506	0.3217	0.44015	0.92957	0.16436	0.30001	0.24821	0.26947	1.0635	0.20328	1.2749	1.4295	0.31266	0.37739	0.79522	0.45499	7.5254	0.28052	1.7001	0.54995	0.88633	0.57301	0.36402	0.35303	0.49493	0.67821	0.79896	1.2279	0.31745	0.58933	0.76356	0.27611	0.22727	1.0592	0.28149	0.75138	0.22719	0.61837	0.67443	3.0162	0.53919	5.3481	0.15456	2.4526	1.8517	0.40175	0.16164	0.16127	2.3928	2.1336	0.43905	0.72225	2.3814	0.35472	0.49803	0.22173	0.39788	0.31709	0.51701	0.26568	1.4769	0.5462	0.28533	0.24342	0.66698	0.47119	0.8853	0.63979	0.64224	0.79939	1.3009	0.38136	0.12025	0.21858	0.42245	0.53463	12.566	1.1097	0.29965	0.20959	0.50824	0.39464	0.87775	0.48908	9.0283	1.72	0.044782	0.47101	0.5567	0.30845	0.46838	0.25444	0.37677	0.9549	3.0665	0.71803	0.72302	1.3656	0.21142	0.26455	0.47645	0.62402	0.48779	0.60385	0.45808	0.37536	0.72606	0.61651	3.2112	0.30394	0.43956	0.26587	0.17694	0.59428	5.6243	0.22346	0.064398	1.3988	1.3116	0.4755	1.2912	0.62856	0.1574	0.40472	1.0601	0.72991	0.76537	5.5024	0.12804	0.21899	0.85999	6.86	0.6647	0.13521	0.67521	1.2727	0.92808	0.71875	0.45967	0.27075	0.32952	0.30831	0.07937	1.3412	1.0876	0.21999	0.87936	0.60576	2.2683	2.3176	1.1926	0.43898	0.44488	0.53589	0.82215	0.79963	0.36628	0.48187	0.52466	0.34809	0.60608	0.58615	0.075244	0.43915	0.3608	11.824	0.94911	0.22639	1.0511	1.2864	0.13142	0.59082	0.34373	1.238	0.24634	0.51245	2.2333	0.23056	0.98809	0.74876	0.20449	0.20121	1.1297	0.48311	0.16066	1.0992	0.18865	3.0991	0.21955	0.22485	0.31449	0.7837	0.75248	0.14303	4.0173	3.4799	7.8713	0.088662	0.36446	0.27113	1.865	0.46188	0.61103	0.11904	0.5996	0.54701	2.1848	0.37886	0.52582	0.66394	2.9888	0.17579	0.63663	0.37787	1.8426	1.1873	4.1248	0.34082	1.2903	0.22247	0.22445	0.94641	1.2909	0.57669	0.26982	0.40873	0.28784	0.74438	0.70937	1.0505	2.4412	0.49433	0.41562	0.39767	0.82176	0.2645	1.1473	1.8736	0.37748	1.6947	0.45572	2.8755	0.38646	1.3553	0.24025	0.96536	0.96288	0.3043	0.50524	0.20008	5.6129	0.3302	0.13776	0.51538	0.54635	0.27451	0.72619	2.0131	1.0211	2.2422	0.44217	4.0007	1.5591	0.33495	0.23069	0.37662	0.16173	0.50426	1.1426	0.34216	0.58773	0.33021	0.11338	0.2095	0.11004	0.40587	0.68823	0.21756	0.77001	0.58908	1.1847	0.13112	0.29523	0.65211	0.23417	1.23	0.9585	1.585	0.72624	0.067574	0.34222	0.28361	0.40487	0.87398	0.87784	0.081218	0.65235	0.64936	0.12433	4.9685	2.2082	1.1565	0.54005	1.5133	0.14892	0.66972	2.7734
ABCB9	1.7113	1.0741	1.4374	1.2167	1.2492	3.4538	1.5868	1.1924	7.0472	9.3747	2.8322	1.5154	2.5162	2.3951	1.0617	1.0601	0.9706	2.4627	2.0314	5.9847	2.2067	0.60444	2.0218	2.3287	1.2519	0.78173	0.6338	1.615	2.0793	1.3157	1.8631	1.4215	1.7246	2.386	2.1157	1.7481	1.8343	1.8168	2.2617	1.8736	2.2191	2.2539	0.82854	2.5941	2.3261	1.1537	1.0487	1.2266	0.8894	1.0178	1.4285	1.3542	0.99481	3.0582	3.1964	1.5031	2.0321	0.91565	0.80518	1.8385	1.8256	4.1661	0.82626	2.6892	2.7788	4.0871	2.6079	1.7137	4.0211	2.5791	0.81141	2.2434	2.3524	1.9027	1.1358	1.5642	1.4844	1.2932	1.9706	1.7239	0.71563	1.3801	5.1065	2.6253	2.0545	4.2012	2.0065	1.048	0.67168	3.4835	4.964	3.5669	1.2891	5.5423	2.2358	2.716	4.0533	1.7963	8.0389	2.5546	1.733	2.0465	2.0168	3.9599	1.6315	2.4806	1.2311	2.2748	1.3764	0.61823	2.6714	2.2175	3.5528	1.9989	2.1616	0.42343	1.938	2.6846	2.5546	1.6053	1.2749	3.5153	2.014	0.80688	1.7274	4.5837	4.2939	0.85542	3.6966	1.7667	0.94858	1.047	1.9827	2.1516	1.546	2.8679	1.5288	3.8968	1.1704	2.6483	1.9056	1.6307	1.7791	1.2619	1.6073	1.4384	0.9906	4.2873	5.2944	1.0211	4.1471	4.0783	1.1912	4.3732	0.88666	0.34464	0.45636	1.0552	0.67702	0.76159	1.34	3.8905	1.3119	2.0812	1.5475	4.4696	1.7719	2.0897	1.7362	1.29	2.4968	0.84718	0.60399	3.5607	5.8525	4.4179	6.1699	1.0593	1.2061	0.41706	15.879	3.2043	2.3912	1.2982	1.6038	6.1368	6.2014	4.5189	4.3294	1.9487	2.3022	1.1247	2.2769	1.29	0.90297	1.6233	1.1204	2.276	1.0016	2.0285	0.60246	0.49179	1.7966	1.9804	2.1676	0.62134	2.1053	2.7841	0.93017	1.7832	1.2722	0.88207	1.1012	1.1187	2.7099	2.9521	7.5463	2.6304	0.83035	7.6308	2.6311	2.2452	2.746	1.1284	0.97167	0.50814	1.0997	4.0472	4.152	1.4238	1.6464	3.494	0.96463	3.1866	1.0335	2.5708	0.95866	1.5404	2.2132	2.4737	4.3741	1.6098	1.3489	5.7516	0.9833	1.6843	1.7988	4.6061	2.6066	1.6995	0.99674	3.573	2.5423	1.0695	1.2069	0.77054	1.0352	1.0999	1.5077	2.3358	3.1648	1.0824	6.1784	1.4688	2.4795	0.52346	7.1028	2.0406	2.6561	4.2342	2.9688	4.4779	2.4143	0.96107	4.5677	1.0547	2.2329	4.4034	1.9719	2.786	1.0453	1.3153	7.9518	8.3239	2.5874	1.7362	13.272	1.9213	4.8333	3.399	3.0553	1.1802	1.7443	1.7716	1.4429	0.49869	1.7351	2.0497	2.8675	1.9992	4.0438	1.3776	1.8741	1.184	1.3999	3.4351	1.8469	1.3262	3.8831	0.48487	2.8359	1.4162	2.0962	1.695	1.4272	0.76838	4.0542	1.2999	1.8198	3.3058	1.3325	2.2045	2.338	1.5812	4.5803	2.5272	1.3833	2.358	4.7155	1.2323	1.8971	5.1015	1.5934	0.78604	5.4281	1.8765	2.2597	4.2465	13.608	4.2206	1.5578	2.7286	6.3247	2.7508	3.0553	2.0122	2.6817	1.5859	5.2712	2.5627	1.5551	0.37921	1.9108	9.2992	1.0605	2.7364	3.5054	8.9066	1.6757	2.0676	2.6319	2.5266	1.8216	2.5847	0.975	2.0613	2.518	3.2623	1.3412	1.1281	0.51173	1.219	3.0808	2.2926	0.99965	1.2975	3.5669	5.8717	2.4004	0.44228	8.419	6.5363	1.937	1.6709	1.8621	0.53908	1.5334	0.95898	1.3556	1.6373	8.446	1.45	1.6763	3.6778	1.623	1.9541	1.0976	2.3135	1.9334	3.5256	1.8917	2.1146	1.3998	2.3942	2.9071	1.8939	1.057	3.1208	3.0465	2.5505	0.77351	1.3958	1.5861	0.92527	2.0147	1.5036	2.4084	2.9247	5.8473	1.4547	0.4078	4.1168	1.0298	1.7719	2.0192	1.5105	2.1788	2.6426	5.2289	0.62574	2.6594	1.0357	1.1613	2.5758	4.0824	1.4958	1.6329	1.4249	2.5826	1.2694	2.257	2.5139	2.3856	3.2837	2.3389	1.4578	1.2516	5.8139	0.76746	6.3201	2.736	2.2501	1.3165	7.8729	2.7215	1.7728	0.39218	1.8061	1.6971	2.9213	2.0974	2.2314	1.2649	1.7727	1.0916	1.6291	3.4619	1.5938	0.57221	2.8238	1.4311	2.7958	0.84609	1.9755	3.071	2.2054	1.359	2.1782	0.93832	1.7513	6.9819	3.5532	4.8456	1.6084	4.0646	1.4282	1.9167	2.1789	0.43815	2.0936	0.61418	1.7366	1.7005	1.1091	1.8131	1.7506	1.3872	1.964	2.9295	1.5554	3.0117	1.6991	1.8428	1.3017	4.8116	2.9017	3.3102	1.0632	1.752	0.92734	0.85926	2.8204	1.9277	3.1977	6.239	2.2076
