Mixture	B_cells	CD4T_memory	CD8T_B	CD8T_G	Dendritic_cells	Monocytes_Macrophages	NK1	NK2	NK3	Plasma_cells	Tregs	P-value	Correlation	RMSE
TCGA.ER.A19D.06A	0	0.0830271494982815	0.0903413181955964	0	0.0483592957475609	0.177905057622907	0.310102611882348	0.00603099909422751	0	0.284233567959079	0	0	0.462687451413378	0.893082682264556
TCGA.EE.A29S.06A	0	0.108922418225918	0.00956332212813627	0.0255699248772779	0.0314189461463819	0.130842291671304	0.415687487972336	0	0	0.277995608978646	0	0	0.377665504216139	0.947717645840723
TCGA.W3.AA1V.06B	0	0	0.0234307944371874	0	0.0407957444837979	0.114278673990147	0.51472189019524	0.166611952892449	0	0.140160944001179	0	0	0.497079227870724	0.88780167223358
TCGA.EE.A29N.06A	0.0780610467535579	0.0967734312325391	0.038394693100902	0	0.0458305322808349	0.103078997466268	0.348263239630639	0	0	0.27112804603625	0.0184700134990088	0	0.466880830404683	0.890806195072342
TCGA.D3.A51R.06A	0	0.0739309711935373	0	0.171956946444024	0.0291017559273661	0.0130523693511799	0.67838526670206	0	0	0.033572690381833	0	0	0.450887769856564	0.967184511557877
TCGA.YG.AA3P.06A	0	0.031502355988554	0.0166802872432759	0.0582394734751195	0.0473513130158026	0.0532172460804021	0.478143953908369	0.104552907134654	0	0.210312463153823	0	0	0.213971116257886	1.05514658821651
TCGA.D3.A2JG.06A	0	0.0451932469657991	0	0.1170545476364	0.0077547225961832	0.0514745784160148	0.210661548773772	0	0	0.56786135561183	0	0	0.539488512000255	0.857642829181485
TCGA.W3.A825.06A	0	0.0433342301143269	0.122756579365945	0.043505738718431	0.0387521462448367	0.181051769411128	0.254499197769318	0.0222346030189218	0	0.288478887582177	0.005386847774916	0	0.463088568339941	0.890088702484913
TCGA.EE.A29V.06A	0	0.012911367352092	0	0.0741340356784545	0.0245842063104896	0.0490962723822164	0.471642835610701	0.0558806724957755	0	0.311750610170271	0	0	0.45051917049287	0.916762855565917
TCGA.ER.A19S.06A	0	0.0423046756977078	0.373651413877018	0	0.014496666882173	0.124565400751625	0	0	0.0146227145230571	0.407357462728539	0.0230016655398815	0	0.546165240725175	0.838069593648855
TCGA.EE.A2GE.06A	0	0.0812049404730078	0.249624438718769	0	0.0284369161820878	0.148527017056668	0.0311841282535881	0	0	0.447800321143918	0.0132222381719614	0	0.54622012765505	0.838021766158328
TCGA.EE.A2GD.06A	0	0.00359176333601371	0	0	0.0207123671802425	0.282933652084432	0.039155218863126	0.125134788216506	0	0.493755859247109	0.0347163510725716	0	0.44738890101384	0.915650347046948
TCGA.BF.A3DJ.01A	0	0.0795114907861338	0.0814486587899182	0	0.0231004993225667	0.265921149113211	0.182166894243326	0.0361794387508818	0	0.331671868993963	0	0	0.289756150165544	0.981762215303644
TCGA.Z2.AA3V.06A	0.0121280112216243	0.0020886576124205	0.181266974731103	0	0.0329481678381504	0.230130355815318	0.0857301348414839	0.0439941433328979	0	0.3551644348484	0.0565491197586024	0	0.510225058220715	0.860094487263048
TCGA.DA.A1IB.06A	0.216431785938621	0.132475188089215	0.113190824953703	0	0.0276125315229185	0.0908980362785604	0.0576321455620515	0.0363471645294134	0	0.274987939070559	0.0504243840549576	0	0.589631256389157	0.811380679986251
TCGA.D3.A2J7.06A	0	0.155471421452255	0.0843856851596931	0	0.00406989070290792	0.0620360279024731	0.0685543215670744	0	0.00257858210995721	0.616888838472127	0.00601523263351285	0	0.619824790293007	0.794462971405107
TCGA.W3.A824.06A	0	0	0.275389244945113	0	0.0150360228617685	0.151890886636607	0.207224397215117	0.120853411435377	0	0.229606036906017	0	0	0.452079387325106	0.895804911289129
TCGA.D3.A1Q8.06A	0	0.104098799375613	0	0	0.0241601550564017	0.161880139835469	0.159129303658838	0	0	0.550731602073678	0	0	0.569841128917058	0.828671720735181
TCGA.EE.A2M8.06A	0.0381147802469362	0.0465942365141052	0.383573357070144	0	0.012555368581427	0.135743206426351	0	0	0.03747890072565	0.271878776644543	0.0740613737908434	0	0.518662549467054	0.854185345567047
TCGA.GN.A26C.01A	0.00841123867348403	0.159891042112817	0.236269196931968	0	0.0124924688067744	0.147666388591241	0.0822894947106806	0	0	0.352980170173034	0	0	0.52479161560602	0.850559863611741
TCGA.EE.A2MR.06A	0.164194311295533	0.169162087151863	0.0454391581091927	0.0954623593040207	0.0240606481186944	0.108710619095181	0.213928972740985	0	0	0.17904184418453	0	0	0.60782355179271	0.812302732504776
TCGA.D3.A3C7.06A	0	0.134763940052738	0.192221004895678	0	0.0111492983794794	0.196290011871198	0.0831853472650417	0	0	0.35708052691177	0.0253098706240955	0	0.41238625434977	0.914919379020849
TCGA.EE.A29C.06A	0	0.0552240348265271	0.00527649467395641	0.0373107539472492	0.0376666942296841	0.0715591504939012	0.47008092808973	0.0648701063964244	0	0.258011837342527	0	0	0.506368210651377	0.87518609638811
TCGA.ER.A3ES.06A	0	0.0818027079760658	0	0.176540700401891	0.0388657642768504	0.00361147573758053	0.570806550836647	0.0528832504145758	0	0.0754895503563898	0	0	0.103331464251937	1.15910540234273
TCGA.ER.A19N.06A	0	0.0715076494413508	0.160568590329736	0	0.0434689885789884	0.27813101704378	0.167874644436557	0	0	0.278449110169589	0	0	0.42522984514979	0.909527635905913
TCGA.FS.A1ZM.06A	0	0.0778250067857191	0.366699813440724	0	0.0229704090997342	0.20748781393257	0.0941214844505364	0.0894702986093236	0	0.128239760549761	0.0131854131316319	0	0.307799590114631	0.967925370498323
TCGA.Z2.A8RT.06A	0.00711240999769503	0.143878470269248	0.0141500655432288	0	0.039912078619532	0.108419312522245	0.295632389116523	0	0	0.384013294074467	0.00688197985706157	0	0.497772857387982	0.871059178218883
TCGA.FS.A1ZG.06A	0	0.111690523946131	0	0.103544675162809	0.0471713971717924	0.0576397758453865	0.41988863117003	0.0188202414601364	0	0.241244755243714	0	0	0.151354407009815	1.06999075543453
TCGA.ER.A42H.01A	0	0	0	0.234160338374461	0.0720902578899928	0.0643800324848409	0.462362757059493	0.0616215840267208	0	0.105385030164492	0	0	0.18941719307333	1.06334854915662
TCGA.D3.A51K.06A	0.0144226220371357	0.087000457613478	0	0.0295782555884261	0.0509522840489123	0.0756526042225841	0.275842461867659	0	0	0.466551314621804	0	0	0.570676561216614	0.824713483019668
TCGA.D3.A3C1.06A	0.0127883219264663	0.0131437911857676	0.11803833890809	0	0.0597293690036023	0.0945913080184686	0	0.0327118750597697	0.0325124626299692	0.512135643930705	0.124348889337161	0	0.333533519192958	0.99616920198411
TCGA.WE.A8JZ.06A	0	0.201874660430968	0.0684308449365467	0.0393861941499023	0.0344923702092261	0.0404226186250956	0.312522342529622	0	0	0.302870969118639	0	0	0.277361159961977	0.994698311595311
TCGA.FS.A1YW.06A	0.0152457382023142	0.178352629878747	0	0.115929384906817	0.036621517355816	0.118000901953016	0.101800674666779	0	0	0.431751910647343	0.00229724238916803	0	0.398646169974731	0.930996819148349
TCGA.EE.A3AF.06A	0	0.123007051470423	0	0.0505731393031868	0.0476434948956481	0.212688797101562	0.41490739510273	0	0	0.15118012212645	0	0	0.347886899617249	0.958868798306822
TCGA.DA.A95Z.06A	0	0	0.0192747929844355	0.0748742974151413	0.0374875544724287	0.113335553876177	0.589950520585401	0.165077280666416	0	0	0	0	0.300087629928387	1.04485813334599
TCGA.GF.A4EO.06A	0.00931579364378019	0.0542000465944945	0.174768738326578	0	0.0149673990865413	0.122536978019894	0.0632714578041689	0.00836199497527763	0	0.514705871487137	0.037871720062128	0	0.576183650018455	0.819437690827653
TCGA.EB.A4OZ.01A	0	0.0590032746876971	0.240164809802181	0	0.0631849255498336	0.0953276992664912	0.0679747593895408	0.159117884958888	0	0.296402825386826	0.0188238209585425	0	0.385084841374826	0.928594937915612
TCGA.D3.A51N.06A	0	0	0.0517739234529629	0	0.00893287800553988	0.154569978319226	0.0801609011474581	0.0754054305550297	0	0.570609783012062	0.0585471055077215	0	0.608125041127455	0.797723679486537
TCGA.EB.A5UN.06A	0	0.0848380083631239	0.100958226556983	0	0.0103702564220342	0.153661601892537	0.300960066611869	0.0882082058696535	0	0.2610036342838	0	0	0.173429680291853	1.03878644461583
TCGA.EB.A551.01A	0	0.0709341911813215	0.301830642024159	0	0.0082929614198676	0.118516210569052	0.0753671242584537	0.0391465152440659	0	0.385912355303081	0	0	0.515651990480318	0.857059893783662
TCGA.EE.A2GL.06A	0.223994412097904	0.244540311228666	0.118012357356039	0	0.0579809574799068	0.0299436816339367	0.0815595684363594	0	0	0.243968711767188	0	0	0.657804314255155	0.767249357360797
TCGA.GN.A4U7.06A	0	0.0327286412554118	0.0145477823626841	0.0585729296727284	0.0201012723889097	0.0109500379575711	0.568408684708357	0.10242560034123	0	0.192265051313107	0	0	0.384785584775693	0.979358825947415
TCGA.EE.A2MF.06A	0	0.021703886750958	0	0.0216432842780666	0.0404609869944895	0.101593913154621	0.384741680259463	0.0860254860037503	0	0.343830762558652	0	0	0.413431121736938	0.929582014327593
TCGA.FR.A3R1.01A	0	0.0726855172396665	0.13549672221962	0	0	0.0490350905318653	0.283123136597502	0.0239900796803118	0	0.435669453731035	0	0	0.478367819496886	0.891373207364372
TCGA.WE.A8ZY.06A	0	0.0416945307515057	0.0426515288588802	0.0213518902153236	0.0152306175547259	0.089604064586146	0.517690721913943	0.0838016212331198	0	0.187975024886356	0	0	0.363843159599277	0.976406431884356
TCGA.XV.AAZW.01A	0	0.167342237830305	0.00914189756474676	0.0480510022513928	0.0591312876096107	0.0764285533674422	0.590787464425318	0	0	0.0491175569511835	0	0	0.206487201084695	1.09071449391447
TCGA.EB.A4XL.01A	0	0.174737558279052	0.0958000036416975	0	0.0497317717068456	0.0687336213296793	0.203646281675889	0.00329399514132833	0	0.404056768225509	0	0	0.401682149239814	0.928825509100779
TCGA.W3.AA1O.06A	0	0.0453674545102615	0.0264368794933936	0.0422348429687982	0.0182171526118015	0.0675364922477921	0.628058232143776	0.0887228889391349	0	0.0834260570850424	0	0	0.3955530135773	0.988014823226419
TCGA.GN.A4U5.01A	0	0.0684463371051286	0.403675772605122	0	0.0508803591468941	0.176638248170354	0.0857848698217289	0.0771758177835619	0	0.0389871593991225	0.0984114359680887	0	0.256814695796711	1.00115295859177
TCGA.EE.A2A5.06A	0	0.0657575972718515	0	0.0946706739226096	0.0356460088807957	0.0880392238900571	0.492448108316485	0.109486217671095	0	0.113952170047106	0	0	0.272273405832513	1.01855015398752
TCGA.FR.A2OS.01A	0	0.0333371898913421	0	0.137244356189518	0.0407340027078437	0.125438935420605	0.569237530966029	0.0940079848246623	0	0	0	0	0.247832871853843	1.06568266171314
TCGA.EB.A6QY.01A	0	0.0649174853871156	0	0.0914071032867875	0.0129208589589905	0.0417831744048247	0.45757133578038	0	0	0.331400042181902	0	0	0.449378158121646	0.915716764802103
TCGA.D9.A4Z5.01A	0	0.0866385941295053	0	0.0306497436842443	0.0517296578477285	0.459880216700926	0.0960966545890317	0.144610204403024	0	0.13039492864554	0	0	0.225159384301199	1.0195933802685
TCGA.W3.A828.06A	0	0.0814433360214451	0	0.0815568341785006	0.0693514208767057	0.26251363265891	0.265174883277907	0.03263713731104	0	0.207322755675491	0	0	0.329708832930082	0.956302135914396
TCGA.LH.A9QB.06A	0	0.143875317899221	0	0.144667359771713	0.043148685329133	0.044151801800584	0.38284897247941	0.163279675386265	0	0.0780281873336735	0	0	-0.00183500076655162	1.1344616828485
TCGA.EB.A5VU.01A	0	0.0338692681563131	0	0.0834170926589979	0.0342844593784275	0.0865444567930094	0.535197913650003	0.0796484147916656	0	0.147038394571583	0	0	0.219826496152859	1.06295217970567
TCGA.GN.A268.06A	0	0	0	0.206585023390876	0.0325544932201743	0.0324818135195066	0.674614478500852	0	0	0.0537641913685907	0	0	0.432852683848157	0.980586119470594
TCGA.ER.A199.06A	0.151059440603755	0.105928225730888	0.137154019645093	0.00992824957280409	0.0387859649989946	0.0953108873997411	0.154884057744958	0.0376993681727821	0	0.260506665824431	0.00874312030655329	0	0.558363647522794	0.833042924557616
TCGA.EE.A3AC.06A	0	0.024489780181077	0.153494133137676	0	0.0331047454594519	0.106110805934459	0.315624287601388	0.0970541644202736	0	0.270122083265675	0	0	0.475107700910047	0.886222824877993
TCGA.RP.A6K9.06A	0	0	0.0650484356042608	0.137295158001553	0.0518505335437113	0.165351257381469	0.0442977681913474	0.000930877944566593	0.0085786770159606	0.455708273210309	0.0709390191068221	0	0.484513924274863	0.881033270940155
TCGA.D3.A8GQ.06A	0	0.0796337230410678	0	0.107654844627611	0.0130678283469865	0.0347562335365531	0.309626791978243	0	0	0.455260578469538	0	0	0.54774989806486	0.841340054710162
TCGA.W3.AA21.06A	0	0	0.050588679003326	0	0.018660929313551	0.0237555609391799	0.366393614763198	0.112843865750108	0	0.427757350230638	0	0	0.332587890870441	0.997609730140149
TCGA.BF.A1PU.01A	0	0	0	0.15770931146519	0.0295653056419681	0.0195099855125596	0.525855184185172	0.207330308108484	0	0.0600299050866257	0	0	0.0952281450738966	1.150802037096
TCGA.ER.A196.01A	0	0.0514420538201075	0	0.0997460053092008	0.0148889121759671	0.142770828293444	0.17279669078692	0.0614396632831511	0	0.451481168743697	0.00543467758751214	0	0.43516384849159	0.910929555227804
TCGA.W3.AA1R.06A	0	0.0889178391036513	0	0.0714698236897604	0.00380498433916941	0.063567081133293	0.523882544147784	0	0	0.248357727586342	0	0	0.384699463301213	0.963565348524231
TCGA.FS.A1ZN.01A	0	0.0643824451691218	0	0.080487413176803	0.00611748743235992	0.0480402256919637	0.261731045173698	0.0152597368585224	0	0.523981646497531	0	0	0.328183127407543	1.00537215219621
TCGA.GN.A4U8.06A	0.0504088600385469	0.121235567175005	0.23722129419322	0	0.0269207248756643	0.0796565388313881	0.166845656970981	0	0	0.317711357915195	0	0	0.507697098850825	0.861369443069314
TCGA.EE.A2GU.06A	0	0	0.247184817935797	0	0.0371476485730501	0.084355786210557	0.191744710396925	0.148542859398613	0	0.262846860288151	0.0281773171969078	0	0.480824930780655	0.878238016980869
TCGA.BF.AAP1.01A	0	0	0	0.0546322605953774	0.0473833393091685	0.0922210364572791	0.45006314342913	0.117916544384254	0	0.237783675824791	0	0	0.181870411509823	1.0629550641483
TCGA.DA.A1I2.06A	0	0.00486736505431587	0	0	0.0271647661212109	0.0785158849232035	0.308364270398996	0.177117198560923	0	0.403970514941351	0	0	0.375808456762203	0.950748683802514
TCGA.FR.A8YE.06A	0.162891335913896	0.333252564393435	0.0819353419867806	0	0.0351843667693271	0.0988423329170126	0.0117289959434867	0.063360131734354	0	0.186870957043249	0.0259339732984593	0	0.531968112868892	0.854830227344269
TCGA.FS.A1ZB.06A	0	0	0	0.012277345115643	0.0526081855662019	0.289423147884587	0.450545119335018	0.126852945077313	0	0.0682932570212376	0	0	0.442467276825324	0.918794566510908
TCGA.BF.A5ES.01A	0	0.05626066577521	0	0.0656842943589346	0.0441370917723082	0.127092640879076	0.384950413104059	0.0052271217525821	0	0.31664777235783	0	0	0.360648521759016	0.957614352193843
TCGA.GN.A4U3.06A	0	0.0184777764947522	0	0.10704935754676	0	0.0339678437755428	0.329197467897639	0	0	0.511307554285306	0	0	0.579114141563349	0.824075050719212
TCGA.EB.A44R.06A	0	0.0261622332192426	0.213841161699028	0.0806985170660651	0.0244644746133531	0.0767065239863176	0.195220013975461	0	0	0.382907075440532	0	0	0.510312753366894	0.863034959312566
TCGA.WE.A8ZQ.06A	0	0.184528600905878	0	0.176600471853206	0.0595729070229608	0.0566900770713254	0.470064584882165	0.0397099625255275	0	0.0128333957389372	0	0	0.0887811010011607	1.12021036477282
TCGA.W3.AA1W.06A	0.0185504432106048	0.01335407809448	0.325527725903757	0	0.0282919750522919	0.184638562758067	0.0779431116984896	0.0959267180237112	0	0.215014329539255	0.0407530557193441	0	0.55018515101848	0.837776812740212
TCGA.GN.A8LK.06A	0	0	0	0.223019922004031	0.0331280615913523	0.0014225043947802	0.690422202555999	0.0412950354460917	0	0.0107122740077456	0	0	0.268261937324068	1.11982362746309
TCGA.ER.A19T.01A	0	0.0327205626101126	0	0.227022621086429	0.0376375598958863	0.0129297483848105	0.601807067633528	0.0784364060138619	0	0.00944603437537251	0	0	0.203063708529485	1.12209408595942
TCGA.EE.A29R.06A	0	0.12786545527097	0.00835832487265466	0.0799090836308129	0.0363568968975681	0.0749348525084293	0.456352650424235	0.00178129173087119	0	0.214441444664458	0	0	0.134743958912578	1.08495410740362
TCGA.EE.A3JD.06A	0.158243384876418	0.217287351176994	0.090989295441347	0	0.0131471484945615	0.0753384486796815	0.131910131879659	0	0.0861716030587936	0.226912636392545	0	0	0.560704164314376	0.834296449226784
TCGA.D3.A2JO.06A	0	0	0.203363094070897	0	0.0192688981744932	0.184496443076206	0.289117284218897	0.0485613894830138	0	0.255192890976494	0	0	0.38152792231125	0.940963677844539
TCGA.ER.A19F.06A	0	0.0674212057073041	0	0.064755968156041	0.0228175030366085	0.0775086040126325	0.488518367940534	0.0384655327380567	0	0.240512818408823	0	0	0.400292783408838	0.945046526728023
TCGA.D3.A2JK.06A	0	0.0591468912204693	0	0.00344572079686836	0.0391892399774079	0.107120569289745	0.307246214534857	0.0364651485907915	0	0.447386215589861	0	0	0.431494547478177	0.922722122611661
TCGA.D3.A3C8.06A	0.0320417442481128	0.0154890573269756	0.583656595190728	0	0.0400316332484817	0.126436526162605	0.039490058274236	0	0	0.130377526379202	0.0324768591696595	0	0.572793027686133	0.81998180257298
TCGA.EE.A2ML.06A	0	0.135267490332674	0.175745948271954	0.0633962506035426	0.0552159141289437	0.0830894066316777	0.0728134233721636	0.0118924272066573	0	0.368850862474025	0.0337282769783628	0	0.386356497325454	0.932209765446029
TCGA.ER.A2NH.06A	0	0	0.366031065622143	0	0.0173191024251188	0.149566323506225	0.0734244591490318	0.0505865603120232	0	0.305361218553208	0.0377112704322497	0	0.538413324986324	0.842313203993877
TCGA.OD.A75X.06A	0	0.0125635680168835	0.0203165532800736	0.0311253211589478	0.020270543633819	0.0897991511770235	0.506941452311937	0.131306850207875	0	0.187676560213441	0	0	0.415307811566732	0.93976048632582
TCGA.EE.A2M5.06A	0	0	0.0941881065550593	0.0609939190942873	0.00754121009279308	0.0981018887166188	0.49722096368827	0.111287089231525	0	0.130666822621447	0	0	0.366130552046967	0.97696593501809
TCGA.BF.A3DM.01A	0	0.0563929809058548	0	0.17115946103259	0.0218294577818784	0.107767357323995	0.592012477027625	0.0411647363589534	0	0.00967352956910415	0	0	0.194883736919051	1.1081079220075
TCGA.EE.A3JA.06A	0	0.101603295850128	0.0445943805746229	0.0753018296386786	0.0324676117982104	0.119750293331863	0.184770320307881	0	0	0.441512268498616	0	0	0.568124603084224	0.822566223516918
TCGA.EE.A3AA.06A	0.161011689494654	0.0989059543310672	0.0457636259300458	0.0137822165563126	0.00921430648505532	0.0814966799761168	0.275114578255815	0.0459416606815392	0	0.268769288289394	0	0	0.592987383597326	0.810980685052255
TCGA.D3.A8GN.06A	0	0	0.146612909342251	0	0.0157965066371514	0.0835951706417542	0.0789374012644364	0.0675221630385674	0	0.565868335285823	0.0416675137900169	0	0.586200388055062	0.81696207802182
TCGA.DA.A1HY.06A	0	0.0748162699870939	0.0150366698181702	0.0151270199768409	0.00932563411924441	0.136717929566415	0.303295883745154	0.00944764731796349	0	0.436232945469119	0	0	0.134819910884268	1.09517637702266
TCGA.FS.A1ZF.06A	0	0.108964803713117	0.00219353353083946	0.113768522983685	0.0502717660134569	0.0386098067046633	0.668921714990729	0	0	0.0172698520635096	0	0	0.38083381901017	1.01359711065472
TCGA.D3.A8GM.06A	0.0136938408976863	0.0440052147092519	0.0524601373512803	0	0.00220826137001819	0.123213733197987	0.394045832497681	0.063225629040885	0	0.307147350935211	0	0	0.485569856137703	0.883676236294498
TCGA.GF.A769.01A	0	0.0778656012977605	0	0.0775256966472109	0.0262457375095508	0.0927711347782138	0.607583500161118	0.0875820698634793	0	0.0304262597426668	0	0	0.210644556572319	1.1001356511513
TCGA.EE.A2A0.06A	0	0.101392913699779	0.0348626884606979	0.0311391565359656	0.00664055166996374	0.149202028254796	0.121602031838924	0	0	0.555160629539874	0	0	0.582668202938869	0.817347593789887
TCGA.EB.A299.01A	0	0.168321750498066	0.0841512093747032	0	0.111212078240668	0.268729025504226	0.219865286653998	0	0	0.0861044419296394	0.0616162077986989	0	0.129967785330951	1.04472045214629
TCGA.D3.A3CC.06A	0	0.00926104501410505	0	0.124022571682369	0.0184898031380013	0.0587975678099973	0.307972937232365	0.0158692656961277	0	0.465586809427035	0	0	0.47638996245842	0.895188622463756
TCGA.EB.A57M.01A	0	0.093575136127848	0.0409951002802326	0	0.0518741698156869	0.105502288359444	0.0949058643880798	0.0693293806323927	0	0.539382856408546	0.0044352039877699	0	0.477105385403048	0.898835529312717
TCGA.EE.A2A6.06A	0.0633732977907054	0.00750235980349136	0.154620500207981	0.0631357139814127	0.0207314420485294	0.0856750626974052	0.242847721711005	0.0569723433440295	0	0.30329086105721	0.00185069735823116	0	0.528078241573264	0.850459797581862
TCGA.EB.A3HV.01A	0	0.12884153665314	0.00310967852135991	0	0.0851436126368348	0.202094126207228	0.248460321966305	0.116949458122302	0	0.21540126589283	0	0	0.166097772039538	1.02622060815865
TCGA.D9.A6EC.06A	0	0.041155482016901	0.0667008185994151	0	0.0391515474552061	0.138349520798253	0.498819598580715	0.0842196160674917	0	0.131603416482018	0	0	0.172827007174601	1.08200927804499
