Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
2656	0.109612099286697	0	0.164167250952211	0.108057785404351	0	0.156278089735129	0.0497699055105946	0	0	0	0.0351629762568433	0	0.0290741949265753	0.0679064120012813	0.054155194384309	0.114421807157409	0.0209304266655954	0.0259044940694011	0.0609459244738049	0	0.00361343917579736	0	0	0.66260443647153	0.786839976292261
6146	0.0350588812134623	0	0.0655376107892671	0.0332843783425419	0	0.413264067210852	0.00607350304702797	0	0	0	0.115951108332205	0	0.0508138912944489	0.0398989301402647	0.0348770311955311	0.124894741129387	0	0.0235014492345449	0.0158082702744092	0.0294964208401543	0	0.0115397169559038	0	0.270322689246751	0.977398077285648
5645	0.0946997617777264	0.0349024313313444	0.0358023692450237	0.024133178247128	0	0.323803173033265	0.0069555833780792	0	0.0138643239797514	0	0.0161034855595614	0.00955980411869995	0.0548502690700553	0.088248930327773	0.0121326100924433	0.127660193795367	0.0233544855582075	0.0649194820641285	0.0690099184214461	0	0	0	0	0.77570162664535	0.734627014399725
3917	0.0250253139208625	0.0452404751197727	0.194185020610259	0.0294166398546336	0	0.229045288425036	0.0697455089025273	0.00651471697725143	0	0	0.0391230011528588	0.00127228292546016	0.0175106036097902	0	0.0683523125257184	0.224901396501401	0.00964797646237642	0	0.00776179203793709	0	0.0201991201831887	0.0120585507909262	0	0.602442064571756	0.816250554984972
2666	0.0834989506247976	0	0.0959835335604662	0.0412607321160654	0	0.292532201269558	0	0	0	0	0.0323038005317641	0.00365767308472156	0.0333094288763937	0	0	0.113465264065201	0	0.0653377333443214	0.210967825606585	0	0.027682856920125	0	0	0.492126574886792	0.874899147705951
6147	0.205811026328079	0	0.172997404185001	0.0285112046172729	0	0.155915224771603	0.0330613804885605	0	0.0031649040526331	0	0.0276539169145947	0	0.00885435185026003	0.116964835100295	0.0435570336899267	0.0973661099484388	0	0.0188780236663568	0.0872645843869781	0	0	0	0	0.710956027015173	0.744021927008656
3918	0.0161225170971206	0.0234479312175083	0.101251543677827	0	0	0.300288074750075	0.0516073280443513	0	0	0.0152433849510659	0	0.048296513953145	0.00283923368959834	0.038091201565519	0.0932580144785734	0.182925419697135	0.00343765451845699	0.0331626027791443	0.0633492840064653	0	0.0227956209543069	0.00388367461970779	0	0.461162961948967	0.888323458585538
2668	0.0330464903758038	0	0.0551404122711198	0.0242887402736288	0.0393763300238668	0.155251504338549	0.0770890813419059	0	0	0	0	0.0288486225122276	0.0647893114547757	0.25137452764221	0.051692475740969	0.0920982372278488	0	0.0473154889528617	0	0.0635101629627076	0	0.0161786148815258	0	0.693979689257732	0.767474464800026
4112	0.031101254544922	0.00294309327080102	0.0957233336526609	0.032102414443536	0	0.284358927139206	0.023700747573253	0	0	0	0.0428616008781998	0	0.0288051601389034	0.0908215232281123	0.0120807200569475	0.190764722434769	0.0175653745488681	0.0664910660202893	0.0693399060429965	0.00160286376490699	0	0.00973729226162851	0	0.364085273146281	0.931017116684291
5608	0.037420397064871	0	0.108373226579988	0.0810876724117578	0	0.238337144962731	0.0420841666124583	0	0	0	0.0805951946855409	0.00424374055328098	0.0166891086814502	0.0902788975182855	0.0409283849172022	0.162250730815486	0.00546856659439353	0.0296158952641738	0.0419513519241532	0	0	0.0206755214142284	0	0.498681650374948	0.871238830851288
