id	filename	md5	size	state
f7cf951b-b8c3-4e69-8cfa-70e4dfc5a96a	db86f9e1-40a0-4a26-bbbe-660d04d7d497.htseq.counts.gz	a602b699a10aeedfc45178f503d1b948	252674	released
f331e307-bb1d-4d82-a71c-8ccd9d6e9d1e	58c611b5-ef21-4233-bdfd-5b101cb13052.htseq.counts.gz	285d640f299083c9112ab4e8c4e7b0ed	250266	released
551b56a7-0dc5-40a6-95d0-3db04abf9d75	0cb18d90-b12e-45f1-a9b6-330836f982e9.htseq.counts.gz	ebc67a003ccc1a8f752fd3073770859c	254689	released
a02cfdf7-270e-48b6-b8e9-4997d3e9cef9	85df63ca-61a0-4562-9799-ec2868d89e1b.htseq.counts.gz	0f34421a30013747b73c5b55e9125a4e	257262	released
4c7c7b1c-e9ee-4b30-8b9b-ebb11b5cc034	ef6b7979-4c9a-41e1-9edb-07cb1871b0ed.htseq.counts.gz	4e8352ca02967a63b549f2ebefafeb1c	249653	released
8352b7c7-4665-4c93-bbc5-769bb83bf0f6	e53da5a7-c010-4e73-b2d1-cb02a84459fe.htseq.counts.gz	bd39e583a2b0150648a23b88da68cf32	253752	released
39bba4c0-454a-4f9a-90a1-31324b997536	7af6fe49-0346-42ff-bb0c-c671cdf9d09a.htseq.counts.gz	f8c1d14aceb49a68a4f79c2170e9737c	250133	released
8d4c4b9c-c4c0-4fa5-a229-61234358d798	65b58f18-7b8d-488b-a906-1ee8a52c5a74.htseq.counts.gz	9857223538a3f6dd55b1135d5a24919f	253923	released
781f457c-51f9-4ae2-9370-f29e5bce0924	80b4ed3c-fc03-4d9e-92f8-d98a0e6df284.htseq.counts.gz	ea13ac137235b45afa1b5702f9c01039	251409	released
7c4e44ad-72cd-4a50-a441-67fffc0c7462	04bf8d40-508e-4574-aad7-6f161e42a98b.htseq.counts.gz	6c03133ed6160c55dcc7598838685840	254264	released
a998ab82-e013-4069-a2e8-540ce3a940dc	886ce1a5-45f8-445c-b382-b77d1fe4b726.htseq.counts.gz	f844cc8257daaccb499658fd8d6e4f36	252170	released
a1b244c6-930c-43fa-a390-8ad0f9fbede0	36b016ef-ce29-408f-971a-2fb31e20e937.htseq.counts.gz	b0e3459a1984fdb77ad2753bcbfa6432	253201	released
2fd3a7ec-29f0-4ff8-b780-a2bf6e2c3a5d	e047cefd-a5c4-40cf-a883-ff01103d5c03.htseq.counts.gz	6a4f5cc12ceb041b12550fb6a36c8030	254150	released
2f2409b5-f553-4cd7-8b71-8edd3337b967	670f0192-dbbd-4088-a598-595d2a9b9005.htseq.counts.gz	5359e4f5e173f6d027ad16be894162e8	256939	released
c0a25224-03ae-4cb4-9dec-49c16e9ffd68	92cc5466-7ae6-458a-80bf-2be5d81f8d37.htseq.counts.gz	3b15c33f59ec588f5834cfd5a62e3be8	253987	released
ed5704d6-0460-469c-a637-1ca95fd3996b	659ce4fd-18e2-47b2-b1ee-54027dbbdf0c.htseq.counts.gz	ea366aa407273aba5b98ad4eed0af114	249040	released
b9fa7ec9-3ae2-4083-b6d1-3a3abdbb0c67	e4af4599-f7c6-46e3-8ab8-93b97d41e9c1.htseq.counts.gz	deae87133546093a0bc583db29f7c5a6	251192	released
927ea614-1364-477d-918f-9adc3c849f6e	ed8e9b9c-ca75-4129-87bc-60f595f5ac77.htseq.counts.gz	0aedede2b83d042b411299e2e012206e	251308	released
0ce07caa-e0e8-4fec-8d81-c2e80b3dc0ba	4f9b4b4d-b829-4a05-8a5e-820b52bea143.htseq.counts.gz	0c8494296df1be5b634097f77ccad30f	253886	released
66762026-6807-461f-a55f-7327b1c58907	5931cfde-d4dd-4538-a543-ad99ea6fd85f.htseq.counts.gz	06a35a2b135460883f7fe1179f6adcef	251645	released
c8877223-ddee-4119-8c30-716f2166225d	b15a2a09-2fa9-4696-a65a-9341f490fdb5.htseq.counts.gz	e6d9b1fb48fbb3edee080dbc6109a776	249101	released
7f747f1c-82e5-4003-8548-664ca3b64a47	6b19ce18-911c-4d18-adb0-c3e433ec53bb.htseq.counts.gz	a1a03b7bf3da5b120d5251f9464feb0a	254162	released
a7430c41-42e4-49e1-bf4c-1d7695bc1621	c24a8fb2-8db1-4c1f-a230-682de53ff964.htseq.counts.gz	1aab1a3b6acd9ebb28f13cfe82e47c7e	249495	released
9ac05cbf-7e47-4718-93d2-82441ae39625	bf730223-b18f-46ef-b9b9-c94ee729aedb.htseq.counts.gz	9cfddfb55e6c856b3b4d73e6d6bab7ad	251718	released
909b81b3-49e3-475b-bf7b-501ee846516c	8f2f0e1f-50ec-4352-97c0-2c9c9c502735.htseq.counts.gz	576f6bca210bcaf5e1c58f9f289a51cb	246852	released
7fea0ed2-af73-4bd5-909d-185b715eabee	11d18719-8168-4d05-9dff-8305c0d8db55.htseq.counts.gz	bf5437f6c1bb9736ee90a73144fa53f9	250151	released
c77c4fd9-f144-4375-9200-d7bf45788f1e	9eef512c-1b7e-4ae5-b0d8-d9d6884dd706.htseq.counts.gz	aa4fd6378d1ddb87782dadcb427f8f81	245351	released
a23a715a-7f3e-416a-abf6-d0a9b473da4a	b0a44ece-6cfe-4d2e-8048-c899516b882e.htseq.counts.gz	12432dec07258b39eaf075183184e9de	252715	released
d818fd83-05e4-4fb1-8dc0-3ce8a7ff949d	8d875551-4732-40f3-8df3-57f04afae472.htseq.counts.gz	23d30935e062f39668a66fc03992abbe	254370	released
6332fde6-666f-490b-a215-2052a4146d28	663c584c-bb4f-4faa-ab74-611d65555df0.htseq.counts.gz	31a60453971e5967880d8ab5e1b4f535	253388	released
608258c6-7ee7-49c9-bba8-389b8a84c9e7	81d5aaf1-ac19-4c1e-90b9-085a5ca83a1a.htseq.counts.gz	86227cc1c922fc8d61db04e0c9cdda55	254048	released
a725b7cd-5f33-487d-ad5e-93a89eef3ac2	5f238bcd-ac5c-4893-9a33-df8d2fbccefc.htseq.counts.gz	31f5fd27ddc942122eefb1f7f98779a6	256505	released
a081dfb9-4ec0-4fff-839c-7146c6630ec3	5f36aa0d-7f3c-49e2-812e-f3317264ac68.htseq.counts.gz	0be15a913cc4b40f53270282592727cf	255162	released
74f7d582-3db7-427c-97e8-37bda06937a4	ae97fce3-191b-45b9-8b00-d33790473b5a.htseq.counts.gz	c7a922668afd8b222e4fa9d5e01eca72	257624	released
6d055bf1-1bbb-465b-8a39-eff385f25dc4	0860ef52-bd40-42b9-9bcf-fe36be688c38.htseq.counts.gz	43f7e1b10768c5f28915c1850ae1dff7	252221	released
9f6de763-7d58-4161-814b-a40af480e82b	95259f41-ad84-40fb-8902-6f9bff618809.htseq.counts.gz	e6ca567550c2dfb4ed7412bb6b1080fb	243040	released
2be5e87e-c202-400e-a108-902c12cd4e18	15b87438-308c-491e-ac85-6fb75a470182.htseq.counts.gz	fb702f2af8821196ac7465d1650b39bb	251528	released
8ae2d73c-7b3f-46cf-b8ee-08b2f3d3ae5c	0dc2d2e1-6336-49bd-8cd7-ba67cd13776a.htseq.counts.gz	4244b70471e7e7dea6a4219d008fcf65	255496	released
8402807a-fcb8-414c-91ba-6d9cc7950a70	aae6a581-f31f-41d8-a635-444486314ddb.htseq.counts.gz	d351d4fe081c79f7ebce66bd897f6c77	254869	released
83bf0fb8-ff5d-496d-9014-c41acb0964ef	4abf84b3-437d-4d0b-890b-86d3ffee35d8.htseq.counts.gz	63bd4904ce9d43073ce6d97471f65efa	250987	released
25d184a9-e7a2-4bc5-838b-c0230af16567	0498d3e9-bf60-48ff-bf34-d9725718c576.htseq.counts.gz	45aead1615fcda92a3d443cef71f44b0	247345	released
c905ff4a-e7d1-4fc9-a5b2-7a14af398017	dffdfddf-6269-4ffc-a17a-35f301a5b06d.htseq.counts.gz	16989c810bf465a422bec9aaa4ec7028	250217	released
9f59e80f-c2d8-420c-86f2-7c14385d31a0	b363d8f4-1878-4781-a619-245ada710327.htseq.counts.gz	a527ad51929f2c68fa932fc2a88b25e3	253055	released
3e5b3268-cfd8-44c0-a25c-06e2740c7167	ac37405d-dfae-4733-bbe6-157d7657023c.htseq.counts.gz	e6e95964f09c9866af3dcff01faf31be	246376	released
b716aecf-6587-4820-86c4-51e86df26f34	ab101bac-2243-445f-bad5-9aa605261f29.htseq.counts.gz	4f3099e1190103c7ac3825292cbafbb8	252493	released
b3fa1559-07c1-47c8-980c-632eae8923f8	fe16e32b-ce86-4136-9a8b-9cafe102970f.htseq.counts.gz	c617e2dfd9f09cdf1d701a319f52065c	249008	released
a5c03384-96f0-44b9-b068-88e1f291c6f8	b3eaff31-b803-47f9-acca-469053767155.htseq.counts.gz	127333740ee51aed56747f9bb47e3315	228865	released
dc077ee4-896b-48eb-ac11-4c3d8d6fa659	7b75a0ed-5110-47c9-ac66-e46112932400.htseq.counts.gz	e57d42af22d8103cc13133d304467f9d	249350	released
f61125cf-b58f-4a6b-af05-71fa17b03a00	47efad89-24a3-4864-8a60-9315167f304f.htseq.counts.gz	d24569253bfde55183b73e2b058eea3c	250643	released
80c8e04c-6b04-4e25-949a-4040c9b53c1b	b918506c-5bcc-4bf7-a97a-c049dd53551b.htseq.counts.gz	7530b38a698999645c2758f92540f80f	249488	released
761fc531-5f35-48aa-bdd9-d0eebcb7ac3a	94919679-9aeb-411a-b9fd-a435bcd87d66.htseq.counts.gz	960c115f04a484ef40eb49b19e29c4e0	254089	released
3c27e715-0d5a-429d-92b4-1d0c058867f2	d924d2d8-60ba-4601-b2d3-7faddfc2ce05.htseq.counts.gz	b3e0b7c44243704e18277c4218648893	248883	released
8a3366ad-b017-4a3b-b0df-776cc7ecc89e	9774a650-c8eb-4264-a3fc-df312cc78b30.htseq.counts.gz	efb291dbf4d6a21e6437339383a11cc9	254044	released
90d82f0f-a396-43a4-88a0-2b8a81226f64	47016973-023f-41de-927d-0df1e0d1789e.htseq.counts.gz	0d91fddb63a7b3346698983cb358ecc8	241643	released
9bf36179-c553-42f2-ae7e-69e667394293	52668f47-4ca4-4c03-a9d7-fb6cb89e4989.htseq.counts.gz	d3719c198072d08f94afdb2c83ea7ff4	249352	released
4db00c09-4fc8-4e58-83cb-11e1216dce3b	37d075d7-76fe-406a-8ba8-6d10116bebcb.htseq.counts.gz	d7a83a549181b6796b2c1f23eb6c5f5b	249748	released
19b3ebc9-610b-44a2-8d05-93bab3c7869d	3740ed53-ea92-47a5-b46e-986f026a4ce3.htseq.counts.gz	9e7811da25f672e639502545b62f8502	258318	released
ced3919e-297b-4e4d-9a67-c61843711138	a9821e9b-7f51-4883-9254-b0b43950b182.htseq.counts.gz	8beffefaa960f6b4b72ad9fb51a5a230	254900	released
f8264196-1bd6-4ca1-bb43-eb6b64a6f8f1	786537c7-34b1-4d87-bbe4-f28b2df869b2.htseq.counts.gz	2bb6af3b7d6f8f7ed0c5292fda7203aa	251729	released
a065e380-7221-4afd-aa4b-dfed4036b35f	b46583df-2e98-4507-a730-581cfe113900.htseq.counts.gz	2a8d6dbcf7baebb1d0d24274f39b6464	252994	released
54a53321-1b5a-4a99-9fcf-8b309806c668	84757beb-52a0-4f25-9eba-ef6190d344b7.htseq.counts.gz	fcf34ed9814e76c98f558a0350cd8f7a	249370	released
17001a3a-a74a-4ed3-b156-fee714ad9663	c8bd98d2-41c0-45b4-825e-5be2caf7ebd9.htseq.counts.gz	7db2d0584bb7fed7d4ef42fb95680ff0	254814	released
08445818-9aa9-4ced-9f5b-6085d62b4c74	4e90ac2b-eece-440e-bbe5-161652cf329f.htseq.counts.gz	7c99db3e740494c49c18517ae95474f1	254056	released
47a01e28-043e-4166-bc2f-417dd81eb3ef	25ae7e1d-5f00-4eeb-a188-747743ab2e2c.htseq.counts.gz	1be11791ff5baac65b078099c707efe6	248923	released
3717e862-d45a-4ca5-a143-38d6a3e1b312	1cce6993-e930-4df9-8323-eca338fda4f1.htseq.counts.gz	18f468ac052ff8f435354e5c582f3932	253771	released
c9c0493a-a968-497e-8219-8670c1ddb86c	e99fba98-f95e-4fc9-aa7d-5f8164c06f2a.htseq.counts.gz	8000658fdbde43417d7a348d3e1c6768	250931	released
3fd546e9-d339-4d52-ae7f-089d8283eb66	1ca44e12-b515-4d1a-8835-26df82e58104.htseq.counts.gz	3beb6980f96c5600eb08d79e17a37e7e	251179	released
eb97a1f3-8d9e-4cce-b7df-897ed3c41b56	94e2fc89-29f8-4a60-8d42-d43e01530839.htseq.counts.gz	6cb8b8980e47834b94707cc87aaabb05	249159	released
28a98102-63a6-4ab7-8d41-25b5c25f2c90	f9d38f12-9cc0-4efb-bfde-371e8fffe9aa.htseq.counts.gz	bf749aa3e031bfc3646cc9ae30378791	254784	released
52b043e9-8d74-40d9-a672-172fa6c0d049	cf69963d-bc7b-4f0b-b03d-78651fa8a458.htseq.counts.gz	cd4fe5ed05803fc2b960c5f6288a0b68	254925	released
2f2a5250-7992-44b2-a8f2-33d1598a45cc	c1c89b58-fd23-44a3-9d87-2d2911c9c384.htseq.counts.gz	cafe9d08c1e143a4fc41fd343b7bfd9e	250188	released
73c1279e-d97c-4995-8052-1b025bdf5e9d	1b9e2610-0956-4eaa-8097-4ed47d090db2.htseq.counts.gz	a398a7b3f734e0119e558db506d1125a	254612	released
f59a947c-b61d-4b38-af86-f2e1b49b8f31	7b414ea9-1674-41c5-a0b2-5b1925ac9aec.htseq.counts.gz	b6db794ca30d7d44ff921a60a5796b77	238321	released
6c05794f-9966-480d-9189-0c3252c2f962	7b50493c-0691-4612-9721-d8cce38e847b.htseq.counts.gz	cdc93fe53e905042bdcd9835ec5f7c43	252921	released
7fb223be-eb48-451e-ab58-3fe7dfd9091a	737214d3-8cd7-4ba7-b034-19cb7911ffa8.htseq.counts.gz	3608290a38c4ddba290248781b86f59a	252262	released
2772986d-bcc2-4551-aec5-30532657a3b2	28b9db81-0037-470e-b0e7-204f74b0dc10.htseq.counts.gz	550d7b5ea9842634c13883abca0ea0cb	247081	released
8e6a256d-e872-4f36-a6aa-9130eedc68f7	35cc1067-36ac-4991-b6f6-14ac4c4c4c87.htseq.counts.gz	d6945fdc442b4df8168f561f9893e3fa	253251	released
45c70767-b506-4d76-bf07-1a165fb2400a	bd2f6687-e647-4bdd-923c-fec05f71beb1.htseq.counts.gz	90c2fe71dd4fc75387c145f26fe010dd	249942	released
aea96a2b-d694-4469-95a9-48bb798b6726	fff8635a-798d-400c-83a5-2dd6b6ba5dba.htseq.counts.gz	df93b71acbbdad99f5f156736560d4e6	250367	released
60d94abd-f692-4070-b5fc-f83a7167205d	15c1d1b9-a970-451b-aef6-56bdab123674.htseq.counts.gz	cc9c8cd125cbcf81555414a1b87914d9	249818	released
d715194a-4dcf-4a9f-8dec-cd1032f97338	ac3c8bbc-d5c0-4ad6-8f08-ab79e9b1a94e.htseq.counts.gz	2b53c1c4fe958a2ecec8dfc0463cbc1e	254099	released
954af60f-db32-4ff1-8e54-99cc995fd016	277c1b56-fe35-4690-8efd-1e8c6cd04370.htseq.counts.gz	c22ef38d8eea89777168b0b5018056c8	253983	released
4b84ac77-ae14-4bc0-b2b1-37eb3ebe820d	46abdbb3-2986-4c8e-aad6-d57a7775bbbd.htseq.counts.gz	e56f34a2d5dd66d806af8fbc8f5efec9	249796	released
da5823b8-a308-4ce5-b02e-401fec0c64e5	3e4896ea-6901-4fbb-b11b-38c9afde02df.htseq.counts.gz	db03fa274334f861e090aef8066a9d4a	251313	released
71f9e983-83db-44b1-b20c-75e093cc00ff	22e53530-5ff4-43cc-8dd7-b775ff189c03.htseq.counts.gz	a551943e81880156029e5d796f67820d	249140	released
e75598af-35bf-4b9b-a0b3-46b6236effe2	b6442fea-2df6-4238-b70a-7339a17335be.htseq.counts.gz	6d9156d1ca3dac894a4f7e28ade5c898	254812	released
