id	filename	md5	size	state
669d7b17-3d17-440e-a43e-3848d0deabe5	af52f284-f541-49ed-898e-eca29f032c73.htseq.counts.gz	8b9bb4e8da348da07db548a2c9b9655e	253043	released
9e1793da-ff56-4c9e-8072-d0810a62f58a	d860679e-7bee-4c69-a9f1-cbf70e643d8f.htseq.counts.gz	9ecb57c2e6ead02b3b80e0c63f39887b	244001	released
48f3cd8d-3f90-48ce-9f3e-2e0839f8166b	9ee3535a-9b65-4a7a-b31a-6b3d75bbc30c.htseq.counts.gz	1acdcc0f3cb631af6a5537ea0e255797	251746	released
e8263d96-4ca1-44af-8c34-a62618e01900	191b8082-a1a3-476c-befb-17564c484bc6.htseq.counts.gz	afebbcf0e188fcad58ba22453997b33a	252244	released
b4ff8bfa-917f-45f3-b54d-802940512d67	11797830-6218-43c6-8c41-515583575668.htseq.counts.gz	1496a6c7a0e480328798d1e86a0e4b74	251305	released
f432cfd6-165a-4aa2-a24f-ea36fadbf571	ffc004ea-3ab7-41fb-9f49-d1cf8081d982.htseq.counts.gz	b31f11f900868e22b4b4f4c1e29f3134	248120	released
765563f7-9470-4e66-9440-7732f2d8ab1f	153ea106-9a16-42c3-8cb6-0e184d1c4393.htseq.counts.gz	3a2d722e6e1d8f1f0d2a05d80ebdbfd1	247488	released
84622594-c7fb-404d-a5d4-cc024b667682	76bf832d-567d-4d00-a080-7b380be96a89.htseq.counts.gz	f22a327e37111d25adf1793529a17836	250306	released
27cf1046-b88b-4a83-9bcc-30839575c514	84295d28-fed4-4aeb-984b-b4396636906b.htseq.counts.gz	0656a360fc7e0ec49c68844cec95a88f	252520	released
524b9c9b-9157-4654-a23a-8498469ea39f	f771e020-5c04-45fe-a4dd-44457c5faffe.htseq.counts.gz	372f1d537b0786de6ee79a14c7d1bd5f	254343	released
aaf602da-bbfd-42e1-8f19-b83e578d3093	04cd454e-776c-44be-aa99-06bcc5e3a1e0.htseq.counts.gz	f697e920832c7147da54b67a7fe7bf52	252481	released
ded666d5-abcb-4fa6-859e-2e15d00b89c7	e22379c0-59f7-47bf-b87a-1a967ff3fd25.htseq.counts.gz	8df4417526e10305941a65ceeb7ed4e4	250974	released
83e69093-b6c4-43b7-bf87-5d3d9a12b27d	bf92fe23-899b-4dd6-96bb-182c53d7f18d.htseq.counts.gz	234bf20668cde9e01fb7756c69132330	252518	released
9749267d-5204-404b-9365-f9802a591021	4a75f9d2-05fb-4226-81f2-6e2c190f527b.htseq.counts.gz	5483ed4979ace1127ebbcd7c4d8d9567	258635	released
275c2704-9c65-45bf-8d9a-ec373534e0e1	cfe24c0a-1d21-49bb-8279-838a4f059e8a.htseq.counts.gz	7cb79b9e56184f3ccf5751a38810e681	243137	released
a976b8e1-a930-4154-bb0c-55b56579a049	a06cc484-3a07-4323-b5fe-360831971b76.htseq.counts.gz	ab0b0e3ff2cf2be22e9f63a3c5772915	250226	released
ef0b15cd-b871-40f3-b943-2078c107c295	42221037-1a44-416c-8e3e-fc1805b269de.htseq.counts.gz	99fada69fbd71940605bc920e2ec0b91	251832	released
75e65ccf-f231-48ad-a352-95b9f46dc46a	140c9bd5-8368-47ea-b310-d98d6f84566d.htseq.counts.gz	4b8c0ec5fea40b2c4f65c63785c4a243	252690	released
fb71fad5-ea89-455f-9fdd-4ce661f4a4bb	26657b95-de92-4d40-a793-a9ef7ccaa352.htseq.counts.gz	29e04d1257f3c706c2907e6d7870f202	253421	released
e4d25e7f-7279-4f86-ab9c-a84c80d572ed	be913e3f-25bb-4788-bb2c-d0587ab2e840.htseq.counts.gz	41e765aa0b955d306f1e6eb6ece6df27	252123	released
dc9133e3-f0bd-4ba0-9e11-1ae87da6950f	b177f09d-0b04-43eb-8cbf-5c280be6223a.htseq.counts.gz	da3d974b16b4a4f3cab871c402394db7	252470	released
85e08426-9659-4f82-ada0-6146ea6ee652	c40ec74a-9da2-48a7-8f4a-79a9efabf57f.htseq.counts.gz	a2ac22aa54486801a8d194273aad841a	250374	released
90aa03fd-0376-4dcc-82e1-62d59c26932c	f959f0c8-c6be-4601-817a-ee24a17b4432.htseq.counts.gz	ee792d07aaaf0af14ec3bd88c77fbeff	254069	released
d4b8d7a5-e008-48cb-ae1a-faeae8884eef	d79aad6b-f80d-4e0c-98f8-f367a4357e0c.htseq.counts.gz	e751bc97b5a2c7233809a791846b655f	254251	released
95f8b936-ada1-452b-bc54-020ca661face	ad9fdf16-b653-46e2-9f93-e0a3e792f1c0.htseq.counts.gz	580b65efab15b8c3d41c9cd292990bcd	250417	released
463ed3bd-e1e5-4d8d-a78d-e41c0e431a3c	146e8ee0-989d-4c8e-98fa-d40c89c27dd9.htseq.counts.gz	6f5a8136ca5cc8292db8e1aca3d7c22e	248316	released
aec230b1-1189-4baa-a15b-e8f60046ceef	c68ba87f-4bd2-4b57-964e-2757f22d9e0a.htseq.counts.gz	f17ac9f14cb72d31f573c6da641a7a33	254495	released
3ad8cb97-4171-4694-a699-4551d8366296	aada5dcf-323a-41ac-8d96-523b14f66d11.htseq.counts.gz	505b9bec016bc71ed4a4513db1d24c23	247434	released
a329c09c-7e12-497d-ab34-927c14e565ec	e4f35921-2d29-421a-91e4-5e06c7f851ec.htseq.counts.gz	fea1927c5542360503e9bdb0fcfccf1c	255377	released
29b1a1b4-d1b9-4095-a807-cfe1baabcda7	bb1deae0-b7c8-4741-8be4-fa28994730a4.htseq.counts.gz	4b30a26ab57e5d53e8099ba0094a3018	253882	released
1295f99f-b948-494d-aabf-307197448e01	b0340ccb-b61e-46d9-8263-fd16aa80625a.htseq.counts.gz	cee8329417ac68b21a1ffecc4893eed0	253132	released
10a33dc3-561c-4fd0-8f69-05d8a59d48a0	c0cd55bb-9bec-4e83-a453-cc73637673eb.htseq.counts.gz	dcb14927e127242f68803eb2a5907bbc	251135	released
450dacda-2b84-40e7-980c-151954af8ce8	7f6c362b-f4ec-468c-97d3-ba6f630aa52a.htseq.counts.gz	011f0f3c571a3998e2d01667052daa3a	252030	released
5613dca7-5ce1-4eb9-bf1f-470867f4f3f4	95477845-1365-46a6-8c95-8f1ef05ddd0d.htseq.counts.gz	a60ec33c015f5d97853ec169334077ed	257604	released
24134857-230a-410b-b846-0fa9c42da1d0	959f4793-573a-4547-9773-a4fe3f83b3d9.htseq.counts.gz	73078c564fae654d139cb7219080dcd6	256033	released
a6b213ac-c1f5-490d-b6fd-7c95c3a38118	fc54f07a-f3a6-4765-9fa0-f8b14d421adc.htseq.counts.gz	72819ca468f9c45463baf29a17619278	247244	released
70d3b9c6-d43f-42df-a21f-6bd08d3756f8	ed3f653d-bb2d-4e09-b627-e5d2f861ecb1.htseq.counts.gz	d20d628fb4a8bb9c65aaecb819b46e4b	250816	released
16a29518-c869-42c3-a494-83331599b6cb	407cbe84-b510-441f-92c7-1d8d245f6704.htseq.counts.gz	3b79943e3fd84d8e70ebfd7aa484b3ec	254758	released
e8409255-8575-4339-9bfc-f76b2073e5c6	35d4706b-4263-4717-86f1-b11caac5d152.htseq.counts.gz	fc1ff5100691d6996df697fb85714030	251473	released
551daf0d-bf66-481b-a6ac-f3a760c3abfa	5ada9151-0b86-471f-abe1-ead94f61ce05.htseq.counts.gz	30544d844d8179fa95984a25cf59c1fe	252814	released
bac7ede5-10b6-43ad-828a-2da1bd525931	e00b2468-1599-424a-90dc-1749e1ab8587.htseq.counts.gz	2f45eb8c32991349e23fa7a55e25338b	255532	released
40303b1c-19dd-4a7e-9034-086ffbc25663	64326cee-0099-4b9c-859e-2fb6ce79a7ba.htseq.counts.gz	9d7372fd34f0c661b89394bcb56a0fb5	255146	released
30e477d2-ce49-4328-b504-6ce3b7311069	056f709a-b06a-4002-a225-49e83205b26d.htseq.counts.gz	60a161052cc8dd1bf287c4b110826896	253998	released
61b8fb23-5245-46f9-9631-b0f907a50466	4daeb7ad-987d-4759-9959-bf9d2410dff5.htseq.counts.gz	cde3156add5d9197dc876daa89716f54	241583	released
f9401ee5-4792-40f7-8666-49686d9ef261	c64d1d92-d8e9-491f-a408-9f81428987b3.htseq.counts.gz	ae93063e55c47863265e0ffe6fd6d9cc	255280	released
069c217a-c0a6-4124-8019-2447760ef4f2	3ffb82ad-4a30-4ccd-888c-105144f97b8a.htseq.counts.gz	08685196b20a447caea11ffcdba5476f	248763	released
cc017525-d16b-41fe-a6b8-e7361ff6b5cd	d864342f-43bc-4874-9d68-d3e4b886fd8d.htseq.counts.gz	d89b6183256f3fd5ac90fdfa91e02c47	248073	released
2d49715e-b533-4066-94f7-d7156c96b6b8	bbe0252c-d51f-4e74-96b6-e4a0355ccda0.htseq.counts.gz	10d5385971ec4adf1357158be53b5c4c	253019	released
ce48ad99-0d01-4992-b010-ab4e16c52bcd	7bbf1b68-9d46-40d6-82e9-50fada3763aa.htseq.counts.gz	9a9cbc192affcdcc6cfbcae7f44a710e	252718	released
2da2a6ad-4bd3-4ad2-b82e-258936e7b638	d2b31242-6431-4e3c-a663-e6583753e79a.htseq.counts.gz	cafd6cb3fbd1899ff6fa74474f9f7e4c	252906	released
2207046c-aa00-4019-a681-08e84e50fc19	551042d1-2551-46bb-a56c-3cc79ed09469.htseq.counts.gz	48b81ec2bd5a093935e5cd3bd1d6d842	256036	released
778eed3d-02ad-43c3-8308-0c4823922c39	664c6432-ca75-401f-bbb0-4b26656acf87.htseq.counts.gz	0c32c68c5b282d7bd17643b46069a5b3	251569	released
39e08440-8eb4-4812-a955-3c06109fe745	4667aded-fa48-493e-8cec-308648b0bb9b.htseq.counts.gz	2ffb1d6d7647ac0e241f5f50df60c81c	245784	released
b51595ed-885c-4d91-a2f0-c2675f3712b2	dbe63313-2f8e-488d-af5c-1ba3f4634d54.htseq.counts.gz	88c0ea8b2c5ce6df80b7fc8f2ba2f011	242360	released
72f02936-11bd-48ed-a8e2-f3c6d357ea8d	9576cf20-e04a-4c06-8988-8d38c2c017aa.htseq.counts.gz	42e8777dc1e231d64c9ce8c05b88e8d6	250372	released
4c9255a4-ce16-4a66-a77c-c2222bfb3a62	b2e24e75-0895-4fab-8367-af1dc71e4a5e.htseq.counts.gz	f263138582e3682c222296d6a77c269d	255405	released
ff3646d7-6e8e-4452-9762-01480666f313	28aa9ed9-f094-4165-b61d-1a0936419d65.htseq.counts.gz	3b7d273fc44b61e1550d31c1c3038493	255699	released
5eb4aea1-96c3-4b0c-b2d7-3c142e9ccaec	8196b793-3b97-44a4-b98d-9d63a31943ee.htseq.counts.gz	e87009f903381e6a65d88ec288d237c6	248580	released
5f3d5c71-d689-4c9e-b0c3-ff0b12d7e217	b10ac900-f925-47e3-bb0a-0fbcf9d5ffc9.htseq.counts.gz	2cf3c8ec7eafc6aa4fb182fab5d4e2a7	254160	released
9356d56c-e6be-4fe3-902c-f27d77d4e458	ac6098f3-b03b-4fd2-a214-cab070b2ccbd.htseq.counts.gz	5eb8fd22688694b4210ea639c84a31e5	245693	released
2dc121c2-e197-4545-9b0d-4e02113738b2	26d07fc5-438a-4cec-90bb-23fe92ba9268.htseq.counts.gz	a1161509af941418ac7aaae3af2fb1bc	247417	released
8b5b1c3e-9443-4f10-a1d1-897c69aef5aa	a42ebe27-04a2-4817-804b-b3be8eef1f30.htseq.counts.gz	0c48808756e6d8a2659e557956ed730b	252350	released
ee61b894-44be-4e19-ae16-83ca22597bf3	00e2c524-8a29-46d7-bf88-ed5f9c3dcf32.htseq.counts.gz	b227d65fb62a2f228481bf65feb79f40	254352	released
7f9602fb-9dd7-4c28-a969-baa83e7a2515	ca32f4ac-2a6d-4b36-bcaa-b5904521f6ed.htseq.counts.gz	8e2134876e6f4016a192173f54d63393	246719	released
7fcb33d3-ef43-4bd2-8b9c-972bd7b6c81b	caef78ab-eb10-4fec-b0bf-a96d3f25e2a9.htseq.counts.gz	889fc956247a53bf75c8524364adf1c9	243790	released
a3b58acb-94b3-4c58-b80f-965cfb1e034a	cbd71b3b-9dc7-4276-bd9c-e24a039aa77c.htseq.counts.gz	822441e08e190eeeb3dda807cf2ec935	251951	released
84d07a52-a66a-44b7-85c0-e11094034d35	08a7113b-b25a-46ea-95e9-d105af238af4.htseq.counts.gz	3d9e2c42dd155aae6a46e1517365b51d	244960	released
